tx_rx_offset_m,tx_rx_offset_mm,velocity_m_per_ns,time_zero_ns,epsr,profile_score,mean_support_fraction,median_depth_m,valid_cue_count,file
0.0,0.0,0.0825,-0.027500000000000004,13.204851110917428,2.581098458279959,1.0,0.030309227652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,-0.020000000000000004,13.204851110917428,2.5756532450296237,1.0,0.029999852652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,-0.012500000000000004,13.204851110917428,2.569529297792315,1.0,0.029690477652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,-0.0050000000000000044,13.204851110917428,2.562699909718108,1.0,0.029381102652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.0024999999999999953,13.204851110917428,2.5552903582786963,1.0,0.029071727652259335,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.009999999999999995,13.204851110917428,2.547799369874571,1.0,0.028762352652259335,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.0175,13.204851110917428,2.5401781930013496,1.0,0.028452977652259338,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.024999999999999994,13.204851110917428,2.5330105637150795,1.0,0.028143602652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.03249999999999999,13.204851110917428,2.5261051623434985,1.0,0.027834227652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.039999999999999994,13.204851110917428,2.519743364339018,1.0,0.027524852652259332,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.0475,13.204851110917428,2.51385380978432,1.0,0.027215477652259335,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.05499999999999999,13.204851110917428,2.50856059995207,1.0,0.026906102652259338,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.062499999999999986,13.204851110917428,2.5033687351557647,1.0,0.026596727652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.06999999999999999,13.204851110917428,2.4980293461140355,1.0,0.026287352652259337,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.0775,13.204851110917428,2.492119044372999,1.0,0.025977977652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.085,13.204851110917428,2.485667881647094,1.0,0.025668602652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.09249999999999999,13.204851110917428,2.4786054491125724,1.0,0.02535922765225933,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.09999999999999999,13.204851110917428,2.4710001948229543,1.0,0.025049852652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.1075,13.204851110917428,2.4629846864233147,1.0,0.024740477652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.11499999999999998,13.204851110917428,2.4549569291316655,1.0,0.024431102652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.12249999999999998,13.204851110917428,2.478343308029564,0.9856473829201103,0.024121727652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.13,13.204851110917428,2.4705109393485927,0.9856473829201103,0.023812352652259335,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.1375,13.204851110917428,2.462943543768959,0.9856473829201103,0.023502977652259335,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.14500000000000002,13.204851110917428,2.4559060626008904,0.9856473829201103,0.023193602652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.15249999999999997,13.204851110917428,2.449329229689097,0.9856473829201103,0.022884227652259337,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.15999999999999998,13.204851110917428,2.4430071316762976,0.9856473829201103,0.022574852652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.16749999999999998,13.204851110917428,2.4363025004756045,0.9856473829201103,0.022265477652259336,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.175,13.204851110917428,2.4286976376863314,0.9856473829201103,0.02195610265225933,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.1825,13.204851110917428,2.420337573050491,0.9856473829201103,0.021646727652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.19,13.204851110917428,2.4108636443616707,0.9856473829201103,0.021337352652259337,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.1975,13.204851110917428,2.400904151995783,0.9856473829201103,0.021027977652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.20500000000000002,13.204851110917428,2.3903471538805423,0.9856473829201103,0.020718602652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.21250000000000002,13.204851110917428,2.4146787866352537,0.9712947658402205,0.020409227652259332,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.22000000000000003,13.204851110917428,2.4035876918427994,0.9712947658402205,0.02009985265225933,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.22749999999999998,13.204851110917428,2.392277038387546,0.9712947658402205,0.019790477652259334,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.235,13.204851110917428,2.380682229278007,0.9712947658402205,0.019481102652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.2425,13.204851110917428,2.369570353068614,0.9712947658402205,0.019171727652259333,3,PROJECT001C__014.DZT
0.0,0.0,0.0825,0.25,13.204851110917428,2.3587689705157024,0.9712947658402205,0.018862352652259332,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.05,12.43951804480024,2.635111708442405,1.0,0.0321839390962672,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.0425,12.43951804480024,2.6301255110781487,1.0,0.03186518909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.035,12.43951804480024,2.6251004526659956,1.0,0.0315464390962672,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.027500000000000004,12.43951804480024,2.619635513018123,1.0,0.03122768909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.020000000000000004,12.43951804480024,2.613606814645944,1.0,0.030908939096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.012500000000000004,12.43951804480024,2.607268310738036,1.0,0.030590189096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,-0.0050000000000000044,12.43951804480024,2.600754766636135,1.0,0.030271439096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.0024999999999999953,12.43951804480024,2.594325999489578,1.0,0.029952689096267197,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.009999999999999995,12.43951804480024,2.588268253286874,1.0,0.029633939096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.0175,12.43951804480024,2.5825417335470777,1.0,0.029315189096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.024999999999999994,12.43951804480024,2.5771267868253025,1.0,0.02899643909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.03249999999999999,12.43951804480024,2.5715806589228776,1.0,0.028677689096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.039999999999999994,12.43951804480024,2.5657799551848317,1.0,0.028358939096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.0475,12.43951804480024,2.559604337976963,1.0,0.028040189096267196,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.05499999999999999,12.43951804480024,2.553142607944091,1.0,0.027721439096267196,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.062499999999999986,12.43951804480024,2.546360659226005,1.0,0.027402689096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.06999999999999999,12.43951804480024,2.539086054066798,1.0,0.027083939096267197,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.0775,12.43951804480024,2.5311308550360647,1.0,0.026765189096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.085,12.43951804480024,2.5226999523531237,1.0,0.026446439096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.09249999999999999,12.43951804480024,2.514259380788479,1.0,0.02612768909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.09999999999999999,12.43951804480024,2.5060260324388413,1.0,0.025808939096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.1075,12.43951804480024,2.4985053327863866,1.0,0.025490189096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.11499999999999998,12.43951804480024,2.490949080296355,1.0,0.025171439096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.12249999999999998,12.43951804480024,2.4838624193266403,1.0,0.024852689096267196,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.13,12.43951804480024,2.4766509099182126,1.0,0.024533939096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.1375,12.43951804480024,2.469844360347691,1.0,0.024215189096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.14500000000000002,12.43951804480024,2.4627828960912,1.0,0.023896439096267194,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.15249999999999997,12.43951804480024,2.456065441971676,1.0,0.023577689096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.15999999999999998,12.43951804480024,2.448994648707896,1.0,0.023258939096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.16749999999999998,12.43951804480024,2.441564013384165,1.0,0.022940189096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.175,12.43951804480024,2.433549875191342,1.0,0.022621439096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.1825,12.43951804480024,2.4252221916512178,1.0,0.022302689096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.19,12.43951804480024,2.4166692331475925,1.0,0.021983939096267197,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.1975,12.43951804480024,2.408007910302055,1.0,0.021665189096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.20500000000000002,12.43951804480024,2.39941768348072,1.0,0.02134643909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.21250000000000002,12.43951804480024,2.3907338465036654,1.0,0.02102768909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.22000000000000003,12.43951804480024,2.3820535795717372,1.0,0.02070893909626719,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.22749999999999998,12.43951804480024,2.3736284738308506,1.0,0.020390189096267195,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.235,12.43951804480024,2.365323678464437,1.0,0.020071439096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.2425,12.43951804480024,2.3568498690768065,1.0,0.019752689096267192,3,PROJECT001C__014.DZT
0.0,0.0,0.085,0.25,12.43951804480024,2.3480889865664327,1.0,0.019433939096267193,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.05,11.73884315084823,2.6779759497110853,1.0,0.03313052554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.0425,11.73884315084823,2.67120739329582,1.0,0.03280240054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.035,11.73884315084823,2.664369130113555,1.0,0.03247427554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.027500000000000004,11.73884315084823,2.6578929365155286,1.0,0.032146150540275045,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.020000000000000004,11.73884315084823,2.6517758257098136,1.0,0.03181802554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.012500000000000004,11.73884315084823,2.6464134810680817,1.0,0.03148990054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,-0.0050000000000000044,11.73884315084823,2.641383002898058,1.0,0.03116177554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.0024999999999999953,11.73884315084823,2.636418695385818,1.0,0.03083365054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.009999999999999995,11.73884315084823,2.631475165522478,1.0,0.03050552554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.0175,11.73884315084823,2.626208731531572,1.0,0.03017740054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.024999999999999994,11.73884315084823,2.6207305997193573,1.0,0.02984927554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.03249999999999999,11.73884315084823,2.6147783997992184,1.0,0.02952115054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.039999999999999994,11.73884315084823,2.608263302914237,1.0,0.029193025540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.0475,11.73884315084823,2.6012479087240234,1.0,0.02886490054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.05499999999999999,11.73884315084823,2.593763863417456,1.0,0.02853677554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.062499999999999986,11.73884315084823,2.586350124325565,1.0,0.02820865054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.06999999999999999,11.73884315084823,2.5792740733788153,1.0,0.02788052554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.0775,11.73884315084823,2.57251744554991,1.0,0.027552400540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.085,11.73884315084823,2.5658249351019573,1.0,0.02722427554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.09249999999999999,11.73884315084823,2.558941300201815,1.0,0.026896150540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.09999999999999999,11.73884315084823,2.5519834500278717,1.0,0.02656802554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.1075,11.73884315084823,2.5449919871355697,1.0,0.026239900540275047,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.11499999999999998,11.73884315084823,2.537831508843271,1.0,0.02591177554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.12249999999999998,11.73884315084823,2.530387561169833,1.0,0.02558365054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.13,11.73884315084823,2.5224204949993108,1.0,0.025255525540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.1375,11.73884315084823,2.513981795570695,1.0,0.02492740054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.14500000000000002,11.73884315084823,2.505064649798807,1.0,0.024599275540275047,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.15249999999999997,11.73884315084823,2.4961028039853663,1.0,0.02427115054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.15999999999999998,11.73884315084823,2.4873919452387367,1.0,0.023943025540275054,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.16749999999999998,11.73884315084823,2.479286614528039,1.0,0.023614900540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.175,11.73884315084823,2.471632668668659,1.0,0.023286775540275046,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.1825,11.73884315084823,2.464153431689564,1.0,0.022958650540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.19,11.73884315084823,2.456534343124732,1.0,0.022630525540275052,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.1975,11.73884315084823,2.4491958117743167,1.0,0.022302400540275047,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.20500000000000002,11.73884315084823,2.441833101294557,1.0,0.021974275540275045,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.21250000000000002,11.73884315084823,2.434164199864704,1.0,0.021646150540275046,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.22000000000000003,11.73884315084823,2.4262905956294634,1.0,0.021318025540275048,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.22749999999999998,11.73884315084823,2.4175683307982436,1.0,0.02098990054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.235,11.73884315084823,2.4080692292099943,1.0,0.02066177554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.2425,11.73884315084823,2.3983924685339297,1.0,0.02033365054027505,3,PROJECT001C__014.DZT
0.0,0.0,0.0875,0.25,11.73884315084823,2.3887503615322356,1.0,0.02000552554027505,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.05,11.095742947368118,2.7227849133426516,1.0,0.03407711198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.0425,11.095742947368118,2.7167357295769285,1.0,0.03373961198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.035,11.095742947368118,2.710513865544275,1.0,0.03340211198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.027500000000000004,11.095742947368118,2.7039861296390257,1.0,0.033064611984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.020000000000000004,11.095742947368118,2.6974410139946876,1.0,0.03272711198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.012500000000000004,11.095742947368118,2.6909006937841977,1.0,0.032389611984282904,3,PROJECT001C__014.DZT
0.0,0.0,0.09,-0.0050000000000000044,11.095742947368118,2.684497102271214,1.0,0.032052111984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.0024999999999999953,11.095742947368118,2.678270973433765,1.0,0.03171461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.009999999999999995,11.095742947368118,2.6722831550344366,1.0,0.031377111984282904,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.0175,11.095742947368118,2.6662304983940364,1.0,0.03103961198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.024999999999999994,11.095742947368118,2.660065587025327,1.0,0.030702111984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.03249999999999999,11.095742947368118,2.654045413441919,1.0,0.03036461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.039999999999999994,11.095742947368118,2.6480159821864824,1.0,0.030027111984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.0475,11.095742947368118,2.6419161585376094,1.0,0.02968961198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.05499999999999999,11.095742947368118,2.6355212063144253,1.0,0.02935211198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.062499999999999986,11.095742947368118,2.6288588274481164,1.0,0.029014611984282908,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.06999999999999999,11.095742947368118,2.6220631240561896,1.0,0.02867711198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.0775,11.095742947368118,2.6154280714875178,1.0,0.028339611984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.085,11.095742947368118,2.6088114512649483,1.0,0.02800211198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.09249999999999999,11.095742947368118,2.602148355567573,1.0,0.027664611984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.09999999999999999,11.095742947368118,2.5955679411537553,1.0,0.02732711198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.1075,11.095742947368118,2.5888589243155447,1.0,0.026989611984282905,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.11499999999999998,11.095742947368118,2.5822373396043914,1.0,0.026652111984282908,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.12249999999999998,11.095742947368118,2.575139207924171,1.0,0.02631461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.13,11.095742947368118,2.567808469870968,1.0,0.025977111984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.1375,11.095742947368118,2.5598231197172265,1.0,0.02563961198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.14500000000000002,11.095742947368118,2.551459069791522,1.0,0.025302111984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.15249999999999997,11.095742947368118,2.5424607934932957,1.0,0.02496461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.15999999999999998,11.095742947368118,2.5334320185828876,1.0,0.024627111984282912,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.16749999999999998,11.095742947368118,2.524683918587995,1.0,0.024289611984282908,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.175,11.095742947368118,2.5161381237632576,1.0,0.023952111984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.1825,11.095742947368118,2.5077582272970633,1.0,0.02361461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.19,11.095742947368118,2.499271179098232,1.0,0.023277111984282912,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.1975,11.095742947368118,2.4906036474679194,1.0,0.022939611984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.20500000000000002,11.095742947368118,2.482237468244649,1.0,0.022602111984282906,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.21250000000000002,11.095742947368118,2.473972280496172,1.0,0.022264611984282905,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.22000000000000003,11.095742947368118,2.4658888328375728,1.0,0.021927111984282908,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.22749999999999998,11.095742947368118,2.4574439992265305,1.0,0.02158961198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.235,11.095742947368118,2.4488909823701044,1.0,0.02125211198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.2425,11.095742947368118,2.439860146359091,1.0,0.02091461198428291,3,PROJECT001C__014.DZT
0.0,0.0,0.09,0.25,11.095742947368118,2.4307474187893097,1.0,0.020577111984282907,3,PROJECT001C__014.DZT
0.0,0.0,0.0925,-0.05,10.504078056821827,2.7640783237592177,1.0,0.03502369842829077,3,PROJECT001C__014.DZT
