run_name,case_label,backend,grid_step_mm,target_rebar_index,candidate_count,case_count,best_x_mm,best_z_mm,best_radius_mm,next_radius_mm,radius_margin_abs,radius_margin_rel,confidence_label,fallback_warning,best_misfit,next_radius_misfit,competing_geometry_x_mm,competing_geometry_z_mm,competing_geometry_radius_mm,competing_geometry_misfit,source_frequency_scale,source_time_shift_ps,source_amplitude_scale,source_ringdown_scale,source_ringdown_delay_ps,source_ringdown_frequency_scale,source_primary_coefficient,source_ringdown_coefficient,ambiguity_candidate_count,ambiguity_misfit_threshold,ambiguity_x_min_mm,ambiguity_x_max_mm,ambiguity_z_min_mm,ambiguity_z_max_mm,ambiguity_radius_min_mm,ambiguity_radius_max_mm,pass_index,step_target_index,update_case_label,step_kind
coordinate_optimizer_variable_depth_radius_seed17167680207565_target1_sources9_txrx60_ringdown050_objectives,source_mismatch_ringdown050_noise10_seed17167680207565,gpu-cpml,1.0,1,12,1,250.0,100.0,6.0,6.25,0.0005549433459421764,0.03472371966798979,moderate,,0.015981679130238843,0.01653662247618102,250.0,101.0,6.75,0.016721673782746697,1.1,-50.0,1.1005044787552192,0.4998251926965794,180.0,0.8,1.1005044787552192,0.5500598631572761,1,0.016221404317192427,250.0,250.0,100.0,100.0,6.0,6.0,0,1,source_mismatch_ringdown050_noise10_seed17167680207565,main
