run_name,case_label,backend,grid_step_mm,target_rebar_index,candidate_count,case_count,best_x_mm,best_z_mm,best_radius_mm,next_radius_mm,radius_margin_abs,radius_margin_rel,confidence_label,fallback_warning,best_misfit,next_radius_misfit,competing_geometry_x_mm,competing_geometry_z_mm,competing_geometry_radius_mm,competing_geometry_misfit,source_frequency_scale,source_time_shift_ps,source_amplitude_scale,source_ringdown_scale,source_ringdown_delay_ps,source_ringdown_frequency_scale,source_primary_coefficient,source_ringdown_coefficient,ambiguity_candidate_count,ambiguity_misfit_threshold,ambiguity_x_min_mm,ambiguity_x_max_mm,ambiguity_z_min_mm,ambiguity_z_max_mm,ambiguity_radius_min_mm,ambiguity_radius_max_mm,pass_index,step_target_index,update_case_label,step_kind
coordinate_optimizer_variable_depth_radius_seed3524578_target2_sources5_txrx60_ringdown050_objectives,source_mismatch_ringdown050_noise10_seed3524578,gpu-cpml,1.0,2,12,1,350.0,120.0,8.0,8.75,0.0005691824118011918,0.033456291114913696,moderate,,0.017012716975895435,0.017581899387696626,350.0,121.0,8.75,0.017581899387696626,1.1,-50.0,1.0979912242373477,0.5016415171496322,180.0,0.8,1.0979912242373477,0.5507979835434051,1,0.017267907730533865,350.0,350.0,120.0,120.0,8.0,8.0,0,2,source_mismatch_ringdown050_noise10_seed3524578,main
