case_label,misfit,target_index,x_mm,z_mm,radius_mm,x_values_mm,z_values_mm,radii_mm,source_frequency_scale,source_time_shift_ps,source_amplitude_scale,source_ringdown_scale,source_ringdown_delay_ps,source_ringdown_frequency_scale,source_primary_coefficient,source_ringdown_coefficient
source_mismatch_ringdown050_noise10_seed3524578,0.017012716975895435,2,350.0,120.0,8.0,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 8.0]",1.1,-50.0,1.0979912242373477,0.5016415171496322,180.0,0.8,1.0979912242373477,0.5507979835434051
source_mismatch_ringdown050_noise10_seed3524578,0.019859899144937413,2,350.0,120.0,8.25,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 8.25]",1.1,-50.0,1.086492183180394,0.5000103556520855,180.0,0.8,1.086492183180394,0.5432573429252396
source_mismatch_ringdown050_noise10_seed3524578,0.021134973240856825,2,350.0,120.0,8.5,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 8.5]",1.1,-50.0,1.0837070121533112,0.49969881902751373,180.0,0.8,1.0837070121533112,0.5415271141448451
source_mismatch_ringdown050_noise10_seed3524578,0.02647243923800694,2,350.0,120.0,8.75,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 8.75]",1.1,-50.0,1.0743095031802214,0.4986969637210588,180.0,0.8,1.0743095031802214,0.5357548873326556
source_mismatch_ringdown050_noise10_seed3524578,0.030442579223799088,2,350.0,120.0,9.0,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 9.0]",1.1,-50.0,1.0684653810910072,0.4981303902400798,180.0,0.8,1.0684653810910072,0.532235077240879
source_mismatch_ringdown050_noise10_seed3524578,0.04889151404206694,2,350.0,120.0,9.25,"[150.0, 250.0, 350.0]","[80.0, 100.0, 120.0]","[5.0, 6.0, 9.25]",1.1,-50.0,1.0456132072924942,0.49609911937223006,180.0,0.8,1.0456132072924942,0.5187277913417794
source_mismatch_ringdown050_noise10_seed3524578,0.026043781660117064,2,350.0,121.0,8.0,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 8.0]",1.1,-50.0,1.0980234848177428,0.5064341714439614,180.0,0.8,1.0980234848177428,0.5560766137596848
source_mismatch_ringdown050_noise10_seed3524578,0.019434864764772297,2,350.0,121.0,8.25,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 8.25]",1.1,-50.0,1.0924311315809696,0.5047391545730584,180.0,0.8,1.0924311315809696,0.5513927657834681
source_mismatch_ringdown050_noise10_seed3524578,0.01858913456090595,2,350.0,121.0,8.5,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 8.5]",1.1,-50.0,1.0909302901645068,0.5043977862893472,180.0,0.8,1.0909302901645068,0.5502628233549725
source_mismatch_ringdown050_noise10_seed3524578,0.017581899387696626,2,350.0,121.0,8.75,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 8.75]",1.1,-50.0,1.085344258492004,0.503329390286582,180.0,0.8,1.085344258492004,0.5462856638778228
source_mismatch_ringdown050_noise10_seed3524578,0.01797341818604892,2,350.0,121.0,9.0,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 9.0]",1.1,-50.0,1.0816203669276194,0.5027249001844433,180.0,0.8,1.0816203669276194,0.5437574910011483
source_mismatch_ringdown050_noise10_seed3524578,0.02463071305256872,2,350.0,121.0,9.25,"[150.0, 250.0, 350.0]","[80.0, 100.0, 121.0]","[5.0, 6.0, 9.25]",1.1,-50.0,1.0656472382489548,0.5006055158266922,180.0,0.8,1.0656472382489548,0.5334688853929079
