case_label,feature,success_mean,failure_mean,delta_success_minus_failure,abs_delta
target2_close50_linear29p5|seed13|nominal,gap_right_mm,45.726190476190474,23.75,21.976190476190474,21.976190476190474
target2_close50_linear29p5|seed13|nominal,gap_left_mm,63.0,83.66666666666667,-20.66666666666667,20.66666666666667
target2_close50_linear29p5|seed13|nominal,x_span_mm,108.72619047619048,107.41666666666667,1.3095238095238102,1.3095238095238102
target2_close50_linear29p5|seed13|nominal,support_score,3.787613817842776,4.506905510437151,-0.7192916925943749,0.7192916925943749
target2_close50_linear29p5|seed13|nominal,active_structure_score,-0.2878968253968254,-0.9986111111111112,0.7107142857142859,0.7107142857142859
target2_close50_linear29p5|seed13|nominal,regular_structure_score,-0.2878968253968254,-0.9986111111111112,0.7107142857142859,0.7107142857142859
target2_close50_linear29p5|seed13|nominal,regular_center_score,-0.21592261904761903,-0.7489583333333333,0.5330357142857143,0.5330357142857143
target2_close50_linear29p5|seed13|nominal,selection_score,-0.060640820846811785,0.30151402843928116,-0.36215484928609293,0.36215484928609293
target2_close50_linear29p5|seed13|nominal,selected_base_sum,0.2260868134920635,0.1940781388888889,0.03200867460317461,0.03200867460317461
target2_close50_linear29p5|seed13|nominal,pair_structure_score,-0.5787698412698411,-0.5569444444444446,-0.021825396825396526,0.021825396825396526
target2_close50_linear29p5|seed13|nominal,edge_envelope_score,-0.11817460317460278,-0.10944444444444408,-0.0087301587301587,0.0087301587301587
target2_close50_linear29p5|seed34|nominal,gap_right_mm,39.8235294117647,59.0,-19.176470588235297,19.176470588235297
target2_close50_linear29p5|seed34|nominal,gap_left_mm,72.49019607843137,53.55555555555556,18.93464052287581,18.93464052287581
target2_close50_linear29p5|seed34|nominal,support_score,3.810627932703942,2.6907041827294633,1.1199237499744785,1.1199237499744785
target2_close50_linear29p5|seed34|nominal,active_structure_score,-0.5444444444444444,-0.09074074074074072,-0.45370370370370366,0.45370370370370366
target2_close50_linear29p5|seed34|nominal,regular_structure_score,-0.5444444444444444,-0.09074074074074072,-0.45370370370370366,0.45370370370370366
target2_close50_linear29p5|seed34|nominal,regular_center_score,-0.4083333333333333,-0.06805555555555558,-0.34027777777777773,0.34027777777777773
target2_close50_linear29p5|seed34|nominal,selection_score,0.024199994881312446,-0.23073696195624052,0.25493695683755296,0.25493695683755296
target2_close50_linear29p5|seed34|nominal,x_span_mm,112.31372549019608,112.55555555555556,-0.24183006535947982,0.24183006535947982
target2_close50_linear29p5|seed34|nominal,selected_base_sum,0.005122117647058783,-0.11218544444444452,0.1173075620915033,0.1173075620915033
target2_close50_linear29p5|seed34|nominal,pair_structure_score,-0.638562091503268,-0.675925925925926,0.037363834422658004,0.037363834422658004
target2_close50_linear29p5|seed34|nominal,edge_envelope_score,-0.06503267973856172,-0.07148148148148131,0.006448801742919591,0.006448801742919591
