selector_label,case_count,all_truth_case_count,target0_hit_count,target1_hit_count,target2_hit_count,mean_unique_truth_hit_count,dominant_failure_label,component_balanced_weight,component_min_weight,hybrid_span_component_weight,span_bonus_weight,span_width_weight,span_target_mm,span_target_weight,gap_balance_weight,rank_sum_weight,max_rank_weight,center_weight
cb0.8_min0.8_span0_target90.0_tw0.25_rank0,12,0,2,2,5,0.75,missing_target0_target1,0.8,0.8,0.0,0.0,0.0,90.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0.8_span0_target110.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,0.8,0.0,0.0,0.0,110.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.8_span0_target80.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,0.8,0.0,0.0,0.0,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.8_span0_target90.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,0.8,0.0,0.0,0.0,90.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min1.2_span0_target110.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,1.2,0.0,0.0,0.0,110.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min1.2_span0_target80.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,1.2,0.0,0.0,0.0,80.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min1.2_span0_target90.0_tw0.25_rank0,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,1.2,0.0,0.0,0.0,90.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min1.2_span0_target90.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.4,1.2,0.0,0.0,0.0,90.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.4_span0_target70.0_tw0.25_rank0,12,0,2,3,4,0.75,missing_target0_target1_target2,0.8,0.4,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.4_span0_target70.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.8,0.4,0.0,0.0,0.0,70.0,0.25,0.03,0.03,0.015,0.02
cb0.8_min0.8_span0_target70.0_tw0.25_rank0,12,0,2,3,4,0.75,missing_target0_target1_target2,0.8,0.8,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min0.8_span0_target70.0_tw0.25_rank0.03,12,0,2,3,4,0.75,missing_target0_target1_target2,0.8,0.8,0.0,0.0,0.0,70.0,0.25,0.03,0.03,0.015,0.02
cb0.4_min0.4_span0_target70.0_tw0.25_rank0,12,0,2,4,3,0.75,missing_target0_target2,0.4,0.4,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.4_min0.8_span0_target70.0_tw0.25_rank0,12,0,2,4,3,0.75,missing_target0_target2,0.4,0.8,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
cb0.8_min1.2_span0_target70.0_tw0.25_rank0,12,0,1,4,4,0.75,missing_target0_target1_target2,0.8,1.2,0.0,0.0,0.0,70.0,0.25,0.03,0.0,0.0,0.02
