run_name,case_label,backend,grid_step_mm,target_rebar_index,candidate_count,case_count,best_x_mm,best_z_mm,best_radius_mm,next_radius_mm,radius_margin_abs,radius_margin_rel,confidence_label,fallback_warning,best_misfit,next_radius_misfit,competing_geometry_x_mm,competing_geometry_z_mm,competing_geometry_radius_mm,competing_geometry_misfit,source_frequency_scale,source_time_shift_ps,source_amplitude_scale,source_ringdown_scale,source_ringdown_delay_ps,source_ringdown_frequency_scale,source_primary_coefficient,source_ringdown_coefficient,ambiguity_candidate_count,ambiguity_misfit_threshold,ambiguity_x_min_mm,ambiguity_x_max_mm,ambiguity_z_min_mm,ambiguity_z_max_mm,ambiguity_radius_min_mm,ambiguity_radius_max_mm,pass_index,step_target_index,update_case_label,step_kind
coordinate_optimizer_variable_depth_radius_seed17167680207565_target2_sources9_txrx60_ringdown050_objectives,source_mismatch_ringdown050_noise10_seed17167680207565,gpu-cpml,1.0,2,12,1,350.0,120.0,8.0,8.75,0.0005574012722111242,0.03487751616514866,moderate,,0.015981679130238843,0.016539080402449967,350.0,121.0,8.75,0.016539080402449967,1.1,-50.0,1.1005044787552192,0.4998251926965794,180.0,0.8,1.1005044787552192,0.5500598631572761,1,0.016221404317192427,350.0,350.0,120.0,120.0,8.0,8.0,0,2,source_mismatch_ringdown050_noise10_seed17167680207565,main
