source_label,source_path,evidence_scope,family,spacing_mm,source_count,tx_rx_offset_mm,seed,case_label,case_kind,run_name,best_x_mm,best_z_mm,best_radius_mm,truth_x_mm,truth_z_mm,truth_radius_mm,x_abs_error_mm,radius_abs_error_mm,truth_geometry,confidence_label,radius_margin_abs,best_misfit,ambiguity_x_width_mm,ambiguity_radius_width_mm
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,34,noise10_seed34,nominal,coordinate_optimizer_close14_seed34_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0026954564365127623,0.039205058368558844,0.0,0.0
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,34,source_mismatch_noise10_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.005272992251591863,0.06329205251744656,0.0,0.0
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,13,noise10_seed13,nominal,coordinate_optimizer_close14_seed13_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002645545107288469,0.039634485230383674,0.0,0.0
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,13,source_mismatch_noise10_seed13,source_mismatch,coordinate_optimizer_close14_seed13_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.005399057784606906,0.06379330193055897,0.0,0.0
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,21,noise10_seed21,nominal,coordinate_optimizer_close14_seed21_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002573550414975867,0.03879052565897886,0.0,0.0
close14_sources4_txrx45_three_seed,outputs/experiments/335_coordinate_confidence_close14_sources4_txrx45_seed_replicates/data/coordinate_confidence_aggregate.csv,three_seed_source4_context,close14,14.0,4,45.0,21,source_mismatch_noise10_seed21,source_mismatch,coordinate_optimizer_close14_seed21_sources4_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.005283582820183277,0.06427266876250502,0.0,0.0
close14_sources3_txrx45_seed34,outputs/experiments/336_coordinate_optimizer_close14_seed34_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,34,noise10_seed34,nominal,coordinate_optimizer_close14_seed34_sources3_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.0031885508702488574,0.03306174001543383,1.0,0.0
close14_sources3_txrx45_seed34,outputs/experiments/336_coordinate_optimizer_close14_seed34_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,34,source_mismatch_noise10_seed34,source_mismatch,coordinate_optimizer_close14_seed34_sources3_txrx45_objectives,265.0,90.0,8.0,264.0,90.0,8.0,1.0,0.0,False,strong,0.0035496259256743504,0.04397935722156662,1.0,0.0
close14_sources3_txrx45_seed13,outputs/experiments/1346_coordinate_optimizer_close14_seed13_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,13,noise10_seed13,nominal,coordinate_optimizer_close14_seed13_sources3_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002948119127519813,0.032793988249018115,2.0,0.0
close14_sources3_txrx45_seed13,outputs/experiments/1346_coordinate_optimizer_close14_seed13_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,13,source_mismatch_noise10_seed13,source_mismatch,coordinate_optimizer_close14_seed13_sources3_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.003957909526744248,0.04341091139649096,1.0,0.0
close14_sources3_txrx45_seed21,outputs/experiments/1347_coordinate_optimizer_close14_seed21_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,21,noise10_seed21,nominal,coordinate_optimizer_close14_seed21_sources3_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.003300999445217688,0.03240618754491203,1.0,0.0
close14_sources3_txrx45_seed21,outputs/experiments/1347_coordinate_optimizer_close14_seed21_sources3_txrx45_objectives/data/coordinate_confidence_report.csv,three_seed_source3_near_exact_context,close14,14.0,3,45.0,21,source_mismatch_noise10_seed21,source_mismatch,coordinate_optimizer_close14_seed21_sources3_txrx45_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.003853740857324782,0.043916122180962254,1.0,0.0
close14_sources4_5_7_txrx45_seed34_noise_boundary,outputs/experiments/356_coordinate_confidence_close14_seed34_noise15p361328125_sources4_5_7_aggregate/data/coordinate_confidence_aggregate.csv,single_seed_source_count_noise_boundary_context,close14,14.0,4,45.0,34,noise15p361328125_seed34,nominal,coordinate_optimizer_close14_seed34_sources4_txrx45_noise15p361328125_objectives,264.0,90.0,8.0,264.0,90.0,8.0,0.0,0.0,True,strong,0.002580073287529114,0.07729716121027926,1.0,0.0
