branch_key,seed,case_variant,run_name,config_key,background_mode,top_k,separation_profile,time_offset_family,x_min_separation_mm,z_min_separation_mm,detected_candidate_count,all_truths_within_tolerance,truth_hit_count,target0_hit,target1_hit,target2_hit,unique_truth_hit_count,unique_all_truths_within_tolerance,unique_target0_hit,unique_target1_hit,unique_target2_hit,assigned_candidate_ranks,best_candidate_x_mm,best_candidate_z_mm,best_candidate_score,elapsed_time_s
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_baseline,mean,20,dense4,baseline,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"6,9,8",265.0,85.0,1.1466866922793297,0.5582716464996338
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"17,18,20",259.0,80.0,1.0102732383036794,0.08061790466308594
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"18,19,5",263.0,98.0,1.1761678911181814,0.8937239646911621
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,20.0,10.0,13,True,3,True,True,True,3,True,True,True,True,"8,5,1",265.0,85.0,1.1466866922793297,0.5082528591156006
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"6,4,3",259.0,80.0,1.0102732383036794,0.07340455055236816
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.1761678911181814,0.8028960227966309
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"15,6,1",265.0,85.0,1.1466866922793297,0.5152144432067871
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"13,5,4",259.0,80.0,1.0102732383036794,0.07520031929016113
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top20_moderate12_wide,mean,20,moderate12,wide,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"19,7,2",263.0,98.0,1.1761678911181814,0.810081958770752
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_dense4_baseline,mean,40,dense4,baseline,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"40,9,8",265.0,85.0,1.1466866922793297,0.5806498527526855
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_dense4_single667,mean,40,dense4,single667,4.0,4.0,40,True,3,True,True,True,3,True,True,True,True,"39,26,24",259.0,80.0,1.0102732383036794,0.10025572776794434
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_dense4_wide,mean,40,dense4,wide,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"36,18,5",263.0,98.0,1.1761678911181814,0.894784688949585
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_distinct20_baseline,mean,40,distinct20,baseline,20.0,10.0,13,True,3,True,True,True,3,True,True,True,True,"8,5,1",265.0,85.0,1.1466866922793297,0.5286667346954346
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_distinct20_single667,mean,40,distinct20,single667,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"6,4,3",259.0,80.0,1.0102732383036794,0.07375025749206543
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_distinct20_wide,mean,40,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.1761678911181814,0.8031008243560791
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_moderate12_baseline,mean,40,moderate12,baseline,12.0,8.0,28,True,3,True,True,True,3,True,True,True,True,"15,6,1",265.0,85.0,1.1466866922793297,0.5213446617126465
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_moderate12_single667,mean,40,moderate12,single667,12.0,8.0,29,True,3,True,True,True,3,True,True,True,True,"13,5,4",259.0,80.0,1.0102732383036794,0.08170652389526367
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top40_moderate12_wide,mean,40,moderate12,wide,12.0,8.0,25,True,3,True,True,True,3,True,True,True,True,"19,7,2",263.0,98.0,1.1761678911181814,0.817124605178833
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_dense4_baseline,mean,80,dense4,baseline,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"70,9,8",265.0,85.0,1.1466866922793297,0.7370991706848145
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_dense4_single667,mean,80,dense4,single667,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"46,26,24",259.0,80.0,1.0102732383036794,0.2565877437591553
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_dense4_wide,mean,80,dense4,wide,4.0,4.0,80,False,2,False,True,True,2,False,False,True,True,"76,18,5",263.0,98.0,1.1761678911181814,1.0559287071228027
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_distinct20_baseline,mean,80,distinct20,baseline,20.0,10.0,13,True,3,True,True,True,3,True,True,True,True,"8,5,1",265.0,85.0,1.1466866922793297,0.5098638534545898
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_distinct20_single667,mean,80,distinct20,single667,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"6,4,3",259.0,80.0,1.0102732383036794,0.0742483139038086
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_distinct20_wide,mean,80,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.1761678911181814,0.8039720058441162
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_moderate12_baseline,mean,80,moderate12,baseline,12.0,8.0,28,True,3,True,True,True,3,True,True,True,True,"15,6,1",265.0,85.0,1.1466866922793297,0.525216817855835
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_moderate12_single667,mean,80,moderate12,single667,12.0,8.0,29,True,3,True,True,True,3,True,True,True,True,"13,5,4",259.0,80.0,1.0102732383036794,0.08183646202087402
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,mean_top80_moderate12_wide,mean,80,moderate12,wide,12.0,8.0,25,True,3,True,True,True,3,True,True,True,True,"19,7,2",263.0,98.0,1.1761678911181814,0.81758713722229
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_dense4_baseline,median,20,dense4,baseline,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"18,6,12",261.0,88.0,1.2670388469589275,0.5607624053955078
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_dense4_single667,median,20,dense4,single667,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"19,6,20",259.0,80.0,1.1755366980483988,0.08154439926147461
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_dense4_wide,median,20,dense4,wide,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"11,16,20",263.0,98.0,1.3280937832871758,0.8977565765380859
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_distinct20_baseline,median,20,distinct20,baseline,20.0,10.0,15,False,2,True,False,True,3,True,True,True,True,"8,10,1",261.0,88.0,1.2670388469589275,0.513282060623169
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_distinct20_single667,median,20,distinct20,single667,20.0,10.0,16,False,2,True,True,False,2,False,True,True,False,"4,3,5",259.0,80.0,1.1755366980483988,0.07409906387329102
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_distinct20_wide,median,20,distinct20,wide,20.0,10.0,14,False,2,True,False,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.3280937832871758,0.8067834377288818
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_moderate12_baseline,median,20,moderate12,baseline,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"13,5,1",261.0,88.0,1.2670388469589275,0.5204362869262695
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_moderate12_single667,median,20,moderate12,single667,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"11,5,8",259.0,80.0,1.1755366980483988,0.07629227638244629
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top20_moderate12_wide,median,20,moderate12,wide,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"19,9,2",263.0,98.0,1.3280937832871758,0.8125884532928467
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_dense4_baseline,median,40,dense4,baseline,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"23,18,12",261.0,88.0,1.2670388469589275,0.5780465602874756
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_dense4_single667,median,40,dense4,single667,4.0,4.0,40,True,3,True,True,True,3,True,True,True,True,"39,23,29",259.0,80.0,1.1755366980483988,0.10086274147033691
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_dense4_wide,median,40,dense4,wide,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"38,34,20",263.0,98.0,1.3280937832871758,0.9035677909851074
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_distinct20_baseline,median,40,distinct20,baseline,20.0,10.0,15,False,2,True,False,True,3,True,True,True,True,"8,10,1",261.0,88.0,1.2670388469589275,0.5314366817474365
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_distinct20_single667,median,40,distinct20,single667,20.0,10.0,16,False,2,True,True,False,2,False,True,True,False,"4,3,5",259.0,80.0,1.1755366980483988,0.07490897178649902
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_distinct20_wide,median,40,distinct20,wide,20.0,10.0,14,False,2,True,False,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.3280937832871758,0.8059754371643066
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_moderate12_baseline,median,40,moderate12,baseline,12.0,8.0,28,True,3,True,True,True,3,True,True,True,True,"13,5,1",261.0,88.0,1.2670388469589275,0.5246133804321289
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_moderate12_single667,median,40,moderate12,single667,12.0,8.0,32,True,3,True,True,True,3,True,True,True,True,"11,5,8",259.0,80.0,1.1755366980483988,0.0861208438873291
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top40_moderate12_wide,median,40,moderate12,wide,12.0,8.0,27,True,3,True,True,True,3,True,True,True,True,"19,9,2",263.0,98.0,1.3280937832871758,0.8234355449676514
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_dense4_baseline,median,80,dense4,baseline,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"58,18,12",261.0,88.0,1.2670388469589275,0.7386932373046875
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_dense4_single667,median,80,dense4,single667,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"39,23,29",259.0,80.0,1.1755366980483988,0.2626307010650635
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_dense4_wide,median,80,dense4,wide,4.0,4.0,80,False,2,False,True,True,2,False,False,True,True,"80,34,20",263.0,98.0,1.3280937832871758,1.0604221820831299
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_distinct20_baseline,median,80,distinct20,baseline,20.0,10.0,15,False,2,True,False,True,3,True,True,True,True,"8,10,1",261.0,88.0,1.2670388469589275,0.5170266628265381
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_distinct20_single667,median,80,distinct20,single667,20.0,10.0,16,False,2,True,True,False,2,False,True,True,False,"4,3,5",259.0,80.0,1.1755366980483988,0.07493734359741211
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_distinct20_wide,median,80,distinct20,wide,20.0,10.0,14,False,2,True,False,True,3,True,True,True,True,"11,7,2",263.0,98.0,1.3280937832871758,0.8103902339935303
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_moderate12_baseline,median,80,moderate12,baseline,12.0,8.0,28,True,3,True,True,True,3,True,True,True,True,"13,5,1",261.0,88.0,1.2670388469589275,0.52469801902771
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_moderate12_single667,median,80,moderate12,single667,12.0,8.0,32,True,3,True,True,True,3,True,True,True,True,"11,5,8",259.0,80.0,1.1755366980483988,0.08556795120239258
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,median_top80_moderate12_wide,median,80,moderate12,wide,12.0,8.0,27,True,3,True,True,True,3,True,True,True,True,"19,9,2",263.0,98.0,1.3280937832871758,0.8207352161407471
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_dense4_baseline,none,20,dense4,baseline,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"20,6,4",256.0,95.0,0.43607359214599745,0.5488901138305664
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_dense4_single667,none,20,dense4,single667,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"20,16,17",252.0,79.0,0.4159149515611717,0.08239364624023438
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_dense4_wide,none,20,dense4,wide,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"20,13,9",263.0,98.0,0.447266266200738,0.9024021625518799
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_distinct20_baseline,none,20,distinct20,baseline,20.0,10.0,12,True,3,True,True,True,2,False,True,False,True,"8,6,1",256.0,95.0,0.43607359214599745,0.499957799911499
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_distinct20_single667,none,20,distinct20,single667,20.0,10.0,15,False,2,True,True,False,2,False,True,True,False,"7,2,6",252.0,79.0,0.4159149515611717,0.07279348373413086
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_distinct20_wide,none,20,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"13,3,1",263.0,98.0,0.447266266200738,0.7943861484527588
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_moderate12_baseline,none,20,moderate12,baseline,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"16,1,7",256.0,95.0,0.43607359214599745,0.5085084438323975
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_moderate12_single667,none,20,moderate12,single667,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"8,2,5",252.0,79.0,0.4159149515611717,0.07509851455688477
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top20_moderate12_wide,none,20,moderate12,wide,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"20,5,3",263.0,98.0,0.447266266200738,0.8015861511230469
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_dense4_baseline,none,40,dense4,baseline,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"35,6,4",256.0,95.0,0.43607359214599745,0.5673139095306396
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_dense4_single667,none,40,dense4,single667,4.0,4.0,40,True,3,True,True,True,3,True,True,True,True,"40,16,26",252.0,79.0,0.4159149515611717,0.09848165512084961
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_dense4_wide,none,40,dense4,wide,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"33,13,9",263.0,98.0,0.447266266200738,0.8803822994232178
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_distinct20_baseline,none,40,distinct20,baseline,20.0,10.0,12,True,3,True,True,True,2,False,True,False,True,"8,6,1",256.0,95.0,0.43607359214599745,0.5040950775146484
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_distinct20_single667,none,40,distinct20,single667,20.0,10.0,15,False,2,True,True,False,2,False,True,True,False,"7,2,6",252.0,79.0,0.4159149515611717,0.07309174537658691
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_distinct20_wide,none,40,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"13,3,1",263.0,98.0,0.447266266200738,0.818814754486084
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_moderate12_baseline,none,40,moderate12,baseline,12.0,8.0,26,True,3,True,True,True,3,True,True,True,True,"16,1,7",256.0,95.0,0.43607359214599745,0.5118377208709717
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_moderate12_single667,none,40,moderate12,single667,12.0,8.0,29,True,3,True,True,True,3,True,True,True,True,"8,2,5",252.0,79.0,0.4159149515611717,0.08051633834838867
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top40_moderate12_wide,none,40,moderate12,wide,12.0,8.0,25,True,3,True,True,True,3,True,True,True,True,"20,5,3",263.0,98.0,0.447266266200738,0.8087856769561768
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_dense4_baseline,none,80,dense4,baseline,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"69,6,4",256.0,95.0,0.43607359214599745,0.7305443286895752
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_dense4_single667,none,80,dense4,single667,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"40,16,26",252.0,79.0,0.4159149515611717,0.2592029571533203
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_dense4_wide,none,80,dense4,wide,4.0,4.0,80,False,2,False,True,True,2,False,False,True,True,"79,13,9",263.0,98.0,0.447266266200738,1.0521273612976074
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_distinct20_baseline,none,80,distinct20,baseline,20.0,10.0,12,True,3,True,True,True,2,False,True,False,True,"8,6,1",256.0,95.0,0.43607359214599745,0.5064263343811035
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_distinct20_single667,none,80,distinct20,single667,20.0,10.0,15,False,2,True,True,False,2,False,True,True,False,"7,2,6",252.0,79.0,0.4159149515611717,0.0733191967010498
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_distinct20_wide,none,80,distinct20,wide,20.0,10.0,14,True,3,True,True,True,3,True,True,True,True,"13,3,1",263.0,98.0,0.447266266200738,0.7986104488372803
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_moderate12_baseline,none,80,moderate12,baseline,12.0,8.0,26,True,3,True,True,True,3,True,True,True,True,"16,1,7",256.0,95.0,0.43607359214599745,0.5171661376953125
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_moderate12_single667,none,80,moderate12,single667,12.0,8.0,29,True,3,True,True,True,3,True,True,True,True,"8,2,5",252.0,79.0,0.4159149515611717,0.08144950866699219
target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,none_top80_moderate12_wide,none,80,moderate12,wide,12.0,8.0,25,True,3,True,True,True,3,True,True,True,True,"20,5,3",263.0,98.0,0.447266266200738,0.8111903667449951
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_dense4_baseline,mean,20,dense4,baseline,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"17,8,11",264.0,81.0,1.06176201821208,0.5548138618469238
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_dense4_single667,mean,20,dense4,single667,4.0,4.0,20,False,1,False,True,False,1,False,False,True,False,"20,17,15",265.0,77.0,0.8993792193240642,0.0807795524597168
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_dense4_wide,mean,20,dense4,wide,4.0,4.0,20,False,2,False,True,True,2,False,False,True,True,"15,10,3",259.0,92.0,1.12529848044002,0.8947386741638184
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_distinct20_baseline,mean,20,distinct20,baseline,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"5,4,3",264.0,81.0,1.06176201821208,0.5099985599517822
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_distinct20_single667,mean,20,distinct20,single667,20.0,10.0,15,False,2,True,True,False,3,True,True,True,True,"6,7,15",265.0,77.0,0.8993792193240642,0.07405328750610352
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_distinct20_wide,mean,20,distinct20,wide,20.0,10.0,12,False,2,True,False,True,2,False,True,False,True,"6,5,1",259.0,92.0,1.12529848044002,0.8032021522521973
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_moderate12_baseline,mean,20,moderate12,baseline,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"7,4,2",264.0,81.0,1.06176201821208,0.5146071910858154
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_moderate12_single667,mean,20,moderate12,single667,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"8,10,5",265.0,77.0,0.8993792193240642,0.07558512687683105
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top20_moderate12_wide,mean,20,moderate12,wide,12.0,8.0,20,True,3,True,True,True,3,True,True,True,True,"14,8,1",259.0,92.0,1.12529848044002,0.8126330375671387
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_dense4_baseline,mean,40,dense4,baseline,4.0,4.0,40,True,3,True,True,True,3,True,True,True,True,"39,21,11",264.0,81.0,1.06176201821208,0.5753910541534424
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_dense4_single667,mean,40,dense4,single667,4.0,4.0,40,True,3,True,True,True,3,True,True,True,True,"39,32,26",265.0,77.0,0.8993792193240642,0.10049700736999512
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_dense4_wide,mean,40,dense4,wide,4.0,4.0,40,False,2,False,True,True,2,False,False,True,True,"30,23,3",259.0,92.0,1.12529848044002,0.8934459686279297
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_distinct20_baseline,mean,40,distinct20,baseline,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"5,4,3",264.0,81.0,1.06176201821208,0.5312545299530029
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_distinct20_single667,mean,40,distinct20,single667,20.0,10.0,15,False,2,True,True,False,3,True,True,True,True,"6,7,15",265.0,77.0,0.8993792193240642,0.07367682456970215
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_distinct20_wide,mean,40,distinct20,wide,20.0,10.0,12,False,2,True,False,True,2,False,True,False,True,"6,5,1",259.0,92.0,1.12529848044002,0.80491042137146
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_moderate12_baseline,mean,40,moderate12,baseline,12.0,8.0,26,True,3,True,True,True,3,True,True,True,True,"7,4,2",264.0,81.0,1.06176201821208,0.5184743404388428
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_moderate12_single667,mean,40,moderate12,single667,12.0,8.0,31,True,3,True,True,True,3,True,True,True,True,"8,10,5",265.0,77.0,0.8993792193240642,0.08292245864868164
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top40_moderate12_wide,mean,40,moderate12,wide,12.0,8.0,25,True,3,True,True,True,3,True,True,True,True,"14,8,1",259.0,92.0,1.12529848044002,0.8147058486938477
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_dense4_baseline,mean,80,dense4,baseline,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"41,21,11",264.0,81.0,1.06176201821208,0.7324619293212891
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_dense4_single667,mean,80,dense4,single667,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"69,77,46",265.0,77.0,0.8993792193240642,0.25487661361694336
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_dense4_wide,mean,80,dense4,wide,4.0,4.0,80,True,3,True,True,True,3,True,True,True,True,"69,23,3",259.0,92.0,1.12529848044002,1.0493857860565186
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_distinct20_baseline,mean,80,distinct20,baseline,20.0,10.0,15,True,3,True,True,True,3,True,True,True,True,"5,4,3",264.0,81.0,1.06176201821208,0.5121407508850098
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_distinct20_single667,mean,80,distinct20,single667,20.0,10.0,15,False,2,True,True,False,3,True,True,True,True,"6,7,15",265.0,77.0,0.8993792193240642,0.07374334335327148
target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,mean_top80_distinct20_wide,mean,80,distinct20,wide,20.0,10.0,12,False,2,True,False,True,2,False,True,False,True,"6,5,1",259.0,92.0,1.12529848044002,0.80731201171875
