probe_family,priority,seed,family,sources,tx_rx_offset_mm,target2_x_mm,target1_target2_gap_mm,matched_existing_family,claim_value,run_name,status,skip_existing,existing_output_dir,estimated_runtime_s,command_text,completed_summary_path,completed_elapsed_time_s,final_target2_x_mm,final_target2_z_mm,final_target2_radius_mm,truth_selected_all_cases,strong_case_count,min_radius_margin_abs,max_ambiguity_x_width_mm
close14_source3_txrx40,1,13,close14,3,40,264,14,close50_source3_txrx40,matches close50 source3 Tx/Rx40 while retaining close14 spacing,coordinate_optimizer_close14_seed13_sources3_txrx40_objectives,existing,True,outputs/experiments/1348_coordinate_optimizer_close14_seed13_sources3_txrx40_objectives,1146.0983040332794,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 40 --frequency-ghz 1.5 --true-x-values-mm 190,250,264 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,264 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed13:1.0,0.0,1.0,0.1,13|source_mismatch_noise10_seed13:1.1,-50,1.1,0.1,13' --update-case-label source_mismatch_noise10_seed13 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close14_seed13_sources3_txrx40_objectives",outputs/experiments/1348_coordinate_optimizer_close14_seed13_sources3_txrx40_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1177.5010662078857,264.0,90.0,8.0,True,2,0.0031361796213296295,2.0
close14_source3_txrx40,1,21,close14,3,40,264,14,close50_source3_txrx40,matches close50 source3 Tx/Rx40 while retaining close14 spacing,coordinate_optimizer_close14_seed21_sources3_txrx40_objectives,existing,True,outputs/experiments/1349_coordinate_optimizer_close14_seed21_sources3_txrx40_objectives,1146.0983040332794,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 40 --frequency-ghz 1.5 --true-x-values-mm 190,250,264 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,264 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed21:1.0,0.0,1.0,0.1,21|source_mismatch_noise10_seed21:1.1,-50,1.1,0.1,21' --update-case-label source_mismatch_noise10_seed21 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close14_seed21_sources3_txrx40_objectives",outputs/experiments/1349_coordinate_optimizer_close14_seed21_sources3_txrx40_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1172.0260291099548,264.0,90.0,8.0,True,2,0.0034900289233418813,2.0
close14_source3_txrx40,1,34,close14,3,40,264,14,close50_source3_txrx40,matches close50 source3 Tx/Rx40 while retaining close14 spacing,coordinate_optimizer_close14_seed34_sources3_txrx40_objectives,existing,True,outputs/experiments/1350_coordinate_optimizer_close14_seed34_sources3_txrx40_objectives,1146.0983040332794,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 40 --frequency-ghz 1.5 --true-x-values-mm 190,250,264 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,264 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed34:1.0,0.0,1.0,0.1,34|source_mismatch_noise10_seed34:1.1,-50,1.1,0.1,34' --update-case-label source_mismatch_noise10_seed34 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close14_seed34_sources3_txrx40_objectives",outputs/experiments/1350_coordinate_optimizer_close14_seed34_sources3_txrx40_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1172.643539428711,264.0,90.0,8.0,True,2,0.003306834649775006,2.0
close50_source3_txrx45,2,13,close50,3,45,300,50,close14_source3_txrx45,matches close14 source3 Tx/Rx45 while retaining close50 spacing,coordinate_optimizer_close50_seed13_sources3_txrx45_objectives,existing,True,outputs/experiments/1352_coordinate_optimizer_close50_seed13_sources3_txrx45_objectives,1431.459122101466,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 45 --frequency-ghz 1.5 --true-x-values-mm 190,250,300 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,300 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed13:1.0,0.0,1.0,0.1,13|source_mismatch_noise10_seed13:1.1,-50,1.1,0.1,13' --update-case-label source_mismatch_noise10_seed13 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close50_seed13_sources3_txrx45_objectives",outputs/experiments/1352_coordinate_optimizer_close50_seed13_sources3_txrx45_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1157.8281834125519,299.0,90.0,7.5,False,1,0.0007739899084637132,0.0
close50_source3_txrx45,2,21,close50,3,45,300,50,close14_source3_txrx45,matches close14 source3 Tx/Rx45 while retaining close50 spacing,coordinate_optimizer_close50_seed21_sources3_txrx45_objectives,existing,True,outputs/experiments/1353_coordinate_optimizer_close50_seed21_sources3_txrx45_objectives,1431.459122101466,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 45 --frequency-ghz 1.5 --true-x-values-mm 190,250,300 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,300 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed21:1.0,0.0,1.0,0.1,21|source_mismatch_noise10_seed21:1.1,-50,1.1,0.1,21' --update-case-label source_mismatch_noise10_seed21 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close50_seed21_sources3_txrx45_objectives",outputs/experiments/1353_coordinate_optimizer_close50_seed21_sources3_txrx45_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1153.9775159358978,299.0,90.0,7.5,False,1,0.0007332570075111733,0.0
close50_source3_txrx45,2,34,close50,3,45,300,50,close14_source3_txrx45,matches close14 source3 Tx/Rx45 while retaining close50 spacing,coordinate_optimizer_close50_seed34_sources3_txrx45_objectives,missing,False,,1431.459122101466,"conda run -n gpr-fdtd-fwi python run_multi_rebar_coordinate_optimizer.py --backend gpu-cpml --grid-step-mm 1 --sources 3 --tx-rx-offset-mm 45 --frequency-ghz 1.5 --true-x-values-mm 190,250,300 --true-z-values-mm 90,90,90 --truth-radius-values-mm 5,6,8 --initial-x-values-mm 190,250,300 --initial-z-values-mm 90,90,85 --initial-radius-values-mm 6,6,6 --target-indices 2 --passes 1 --x-offsets-mm=-2:2:1 --z-offsets-mm=0,5,10 --radius-offsets-mm=-1:2:0.5 --replication-cases 'noise10_seed34:1.0,0.0,1.0,0.1,34|source_mismatch_noise10_seed34:1.1,-50,1.1,0.1,34' --update-case-label source_mismatch_noise10_seed34 --source-frequency-scales 0.9,1.0,1.1 --source-time-shift-ps-values=-50,0,50 --diagnostic-objective-variants 'base:1.0,7.0,0.3,none,none,0.0|highband:1.0,7.0,0.3,1.1,3.4,0.15' --top-k 20 --revisit-weak-high-radius-targets --revisit-broad-radius-ambiguity-targets --revisit-ambiguity-min-width-mm 0.2 --revisit-x-offsets-mm=-1:1:1 --revisit-z-offsets-mm=-2:2:1 --revisit-radius-step-mm 0.5 --progress-every 25 --run-name coordinate_optimizer_close50_seed34_sources3_txrx45_objectives",,,,,,,,,
