case_label,branch_key,seed,case_variant,detector_reliability_label,review_assignment,truth_free_stable_assignment,best_variant_all_slots_hit,success_fraction_truth_eval,max_target_slot_abs_error_mm,launch_blocker,exclusion_reason
target2_close50_linear29p5|seed13|nominal,target2_close50_linear29p5,13,nominal,review_policy_grid_position_drift,True,False,True,0.875,3.0,review_assignment,review_assignment
target2_close50_linear29p5|seed34|nominal,target2_close50_linear29p5,34,nominal,review_policy_grid_position_drift,True,False,True,0.53125,7.0,review_assignment,review_assignment
