run_name,case_label,backend,grid_step_mm,target_rebar_index,candidate_count,case_count,best_x_mm,best_z_mm,best_radius_mm,next_radius_mm,radius_margin_abs,radius_margin_rel,confidence_label,fallback_warning,best_misfit,next_radius_misfit,competing_geometry_x_mm,competing_geometry_z_mm,competing_geometry_radius_mm,competing_geometry_misfit,source_frequency_scale,source_time_shift_ps,source_amplitude_scale,source_ringdown_scale,source_ringdown_delay_ps,source_ringdown_frequency_scale,source_primary_coefficient,source_ringdown_coefficient,ambiguity_candidate_count,ambiguity_misfit_threshold,ambiguity_x_min_mm,ambiguity_x_max_mm,ambiguity_z_min_mm,ambiguity_z_max_mm,ambiguity_radius_min_mm,ambiguity_radius_max_mm,pass_index,step_target_index,update_case_label,step_kind
coordinate_optimizer_variable_depth_radius_seed3524578_target0_sources8_txrx60_ringdown050_objectives,source_mismatch_ringdown050_noise10_seed3524578,gpu-cpml,1.0,0,12,1,150.0,80.0,5.0,5.25,0.0005715416200923473,0.03591479367676748,moderate,,0.015913821620032458,0.016485363240124805,150.0,81.0,6.0,0.01700753991923828,1.1,-50.0,1.1011510188576301,0.4993091427085461,180.0,0.8,1.1011510188576301,0.5498147712184454,1,0.016152528944332945,150.0,150.0,80.0,80.0,5.0,5.0,0,0,source_mismatch_ringdown050_noise10_seed3524578,main
