config_key,assignment_policy_key,assignment_method,span_bonus_weight,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
none_top80_moderate12_single667,top40_minx8_span0p5,span0p5,0.5,none,80,moderate12,single667,40,8.0,12,12,1,1,3,5,3,0.9166666666666666,0.004931708176930745
median_top40_moderate12_wide,top40_minx12_span2,span2,2.0,median,40,moderate12,wide,40,12.0,12,12,1,1,3,2,6,0.9166666666666666,0.004072964191436768
median_top80_moderate12_wide,top40_minx12_span2,span2,2.0,median,80,moderate12,wide,40,12.0,12,12,1,1,3,2,6,0.9166666666666666,0.004087905089060466
none_top20_moderate12_single667,top40_minx12_span0p5,span0p5,0.5,none,20,moderate12,single667,40,12.0,12,12,1,1,3,5,3,0.9166666666666666,0.0008864998817443848
none_top40_moderate12_single667,top40_minx12_span0p5,span0p5,0.5,none,40,moderate12,single667,40,12.0,12,12,1,1,3,5,3,0.9166666666666666,0.004669765631357829
none_top80_moderate12_single667,top40_minx12_span0p5,span0p5,0.5,none,80,moderate12,single667,40,12.0,12,12,1,1,3,5,3,0.9166666666666666,0.004633724689483643
none_top20_moderate12_single667,top10_minx8_span0p5,span0p5,0.5,none,20,moderate12,single667,10,8.0,12,12,1,1,3,5,2,0.8333333333333334,0.0001112818717956543
none_top20_moderate12_single667,top10_minx8_span1,span1,1.0,none,20,moderate12,single667,10,8.0,12,12,1,1,3,4,3,0.8333333333333334,0.00010784467061360677
none_top40_moderate12_single667,top10_minx8_span0p5,span0p5,0.5,none,40,moderate12,single667,10,8.0,12,12,1,1,3,5,2,0.8333333333333334,0.00011197725931803386
none_top40_moderate12_single667,top10_minx8_span1,span1,1.0,none,40,moderate12,single667,10,8.0,12,12,1,1,3,4,3,0.8333333333333334,0.00010780493418375651
none_top80_moderate12_single667,top10_minx8_span0p5,span0p5,0.5,none,80,moderate12,single667,10,8.0,12,12,1,1,3,5,2,0.8333333333333334,0.00011215607325236003
none_top80_moderate12_single667,top10_minx8_span1,span1,1.0,none,80,moderate12,single667,10,8.0,12,12,1,1,3,4,3,0.8333333333333334,0.00010744730631510417
none_top20_moderate12_single667,top10_minx12_span0p5,span0p5,0.5,none,20,moderate12,single667,10,12.0,12,12,1,1,3,5,2,0.8333333333333334,0.00010031461715698242
none_top20_moderate12_single667,top10_minx12_span1,span1,1.0,none,20,moderate12,single667,10,12.0,12,12,1,1,3,4,3,0.8333333333333334,0.0001002351442972819
none_top40_moderate12_single667,top10_minx12_span0p5,span0p5,0.5,none,40,moderate12,single667,10,12.0,12,12,1,1,3,5,2,0.8333333333333334,0.00010075171788533528
none_top40_moderate12_single667,top10_minx12_span1,span1,1.0,none,40,moderate12,single667,10,12.0,12,12,1,1,3,4,3,0.8333333333333334,0.00010055303573608398
none_top80_moderate12_single667,top10_minx12_span0p5,span0p5,0.5,none,80,moderate12,single667,10,12.0,12,12,1,1,3,5,2,0.8333333333333334,0.0001006325085957845
none_top80_moderate12_single667,top10_minx12_span1,span1,1.0,none,80,moderate12,single667,10,12.0,12,12,1,1,3,4,3,0.8333333333333334,9.950002034505208e-05
median_top40_moderate12_wide,top40_minx45,score,0.0,median,40,moderate12,wide,40,45.0,12,8,1,1,2,3,5,0.8333333333333334,0.002425710360209147
median_top80_moderate12_wide,top40_minx45,score,0.0,median,80,moderate12,wide,40,45.0,12,8,1,1,2,3,5,0.8333333333333334,0.0024233261744181314
median_top40_moderate12_wide,top40_minx45_span0p5,span0p5,0.5,median,40,moderate12,wide,40,45.0,12,8,1,1,2,4,3,0.75,0.002505699793497721
median_top80_moderate12_wide,top40_minx45_span0p5,span0p5,0.5,median,80,moderate12,wide,40,45.0,12,8,1,1,2,4,3,0.75,0.0024878581364949546
median_top20_moderate12_wide,top20_minx45,score,0.0,median,20,moderate12,wide,20,45.0,12,6,1,1,1,3,4,0.6666666666666666,0.0005307992299397787
median_top20_moderate12_wide,top20_minx45_span0p5,span0p5,0.5,median,20,moderate12,wide,20,45.0,12,6,1,1,1,4,3,0.6666666666666666,0.0005416472752888998
median_top40_moderate12_wide,top20_minx45,score,0.0,median,40,moderate12,wide,20,45.0,12,6,1,1,1,3,4,0.6666666666666666,0.0005257129669189453
median_top40_moderate12_wide,top20_minx45_span0p5,span0p5,0.5,median,40,moderate12,wide,20,45.0,12,6,1,1,1,4,3,0.6666666666666666,0.000545958677927653
median_top80_moderate12_wide,top20_minx45,score,0.0,median,80,moderate12,wide,20,45.0,12,6,1,1,1,3,4,0.6666666666666666,0.0005281368891398112
median_top80_moderate12_wide,top20_minx45_span0p5,span0p5,0.5,median,80,moderate12,wide,20,45.0,12,6,1,1,1,4,3,0.6666666666666666,0.0005451838175455729
none_top40_dense4_single667,top40_minx20,score,0.0,none,40,dense4,single667,40,20.0,12,12,1,1,1,5,2,0.6666666666666666,0.0047910213470458984
none_top80_dense4_single667,top40_minx20,score,0.0,none,80,dense4,single667,40,20.0,12,12,1,1,1,5,2,0.6666666666666666,0.004775524139404297
median_top20_moderate12_wide,top40_minx45,score,0.0,median,20,moderate12,wide,40,45.0,12,6,1,1,1,3,4,0.6666666666666666,0.0005324681599934896
median_top20_moderate12_wide,top40_minx45_span0p5,span0p5,0.5,median,20,moderate12,wide,40,45.0,12,6,1,1,1,4,3,0.6666666666666666,0.0005428791046142578
none_top40_dense4_baseline,top40_minx12_span0p5,span0p5,0.5,none,40,dense4,baseline,40,12.0,12,12,0,0,1,11,9,1.75,0.005147119363149007
none_top80_dense4_baseline,top40_minx12_span0p5,span0p5,0.5,none,80,dense4,baseline,40,12.0,12,12,0,0,1,11,9,1.75,0.005164484182993571
none_top40_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,none,40,dense4,baseline,40,8.0,12,12,0,0,1,10,9,1.6666666666666667,0.0060617923736572266
none_top80_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,none,80,dense4,baseline,40,8.0,12,12,0,0,1,10,9,1.6666666666666667,0.006045679251352946
median_top20_moderate12_baseline,top10_minx8_span0p5,span0p5,0.5,median,20,moderate12,baseline,10,8.0,12,12,0,0,3,7,8,1.5,0.00010663270950317383
median_top40_moderate12_baseline,top10_minx8_span0p5,span0p5,0.5,median,40,moderate12,baseline,10,8.0,12,12,0,0,3,7,8,1.5,0.00010738770167032878
median_top80_moderate12_baseline,top10_minx8_span0p5,span0p5,0.5,median,80,moderate12,baseline,10,8.0,12,12,0,0,3,7,8,1.5,0.00010613600413004558
median_top20_moderate12_baseline,top20_minx20_span1,span1,1.0,median,20,moderate12,baseline,20,20.0,12,12,1,0,6,4,8,1.5,0.000698248545328776
median_top40_moderate12_baseline,top20_minx20_span1,span1,1.0,median,40,moderate12,baseline,20,20.0,12,12,1,0,6,4,8,1.5,0.0007024208704630533
median_top80_moderate12_baseline,top20_minx20_span1,span1,1.0,median,80,moderate12,baseline,20,20.0,12,12,1,0,6,4,8,1.5,0.0006991426150004069
none_top20_moderate12_baseline,top20_minx20,score,0.0,none,20,moderate12,baseline,20,20.0,12,12,1,0,4,5,9,1.5,0.000607907772064209
none_top40_moderate12_baseline,top20_minx20,score,0.0,none,40,moderate12,baseline,20,20.0,12,12,1,0,4,5,9,1.5,0.0006087422370910645
none_top80_moderate12_baseline,top20_minx20,score,0.0,none,80,moderate12,baseline,20,20.0,12,12,1,0,4,5,9,1.5,0.0006061593691507975
median_top20_moderate12_baseline,top40_minx20_span1,span1,1.0,median,20,moderate12,baseline,40,20.0,12,12,1,0,6,4,8,1.5,0.0006934205691019694
none_top20_moderate12_baseline,top40_minx20,score,0.0,none,20,moderate12,baseline,40,20.0,12,12,1,0,4,5,9,1.5,0.0006109873453776041
none_top40_moderate12_baseline,top40_minx20,score,0.0,none,40,moderate12,baseline,40,20.0,12,12,1,0,4,5,9,1.5,0.002873380978902181
none_top80_moderate12_baseline,top40_minx20,score,0.0,none,80,moderate12,baseline,40,20.0,12,12,1,0,4,5,9,1.5,0.0028634468714396157
median_top20_moderate12_baseline,top10_minx8_span1,span1,1.0,median,20,moderate12,baseline,10,8.0,12,12,0,0,3,6,8,1.4166666666666667,0.00010271867116292317
median_top40_moderate12_baseline,top10_minx8_span1,span1,1.0,median,40,moderate12,baseline,10,8.0,12,12,0,0,3,6,8,1.4166666666666667,0.00010313590367635091
median_top80_moderate12_baseline,top10_minx8_span1,span1,1.0,median,80,moderate12,baseline,10,8.0,12,12,0,0,3,6,8,1.4166666666666667,0.00010289748509724934
mean_top20_distinct20_baseline,top20_minx8_span2,span2,2.0,mean,20,distinct20,baseline,20,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.0005022684733072916
mean_top40_distinct20_baseline,top20_minx8_span2,span2,2.0,mean,40,distinct20,baseline,20,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.0005025466283162435
mean_top80_distinct20_baseline,top20_minx8_span2,span2,2.0,mean,80,distinct20,baseline,20,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.0005012154579162598
none_top20_dense4_baseline,top20_minx8,score,0.0,none,20,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005641579627990723
none_top20_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,none,20,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005859931310017904
none_top40_dense4_baseline,top20_minx8,score,0.0,none,40,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005613764127095541
none_top40_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,none,40,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005889733632405599
none_top80_dense4_baseline,top20_minx8,score,0.0,none,80,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005649328231811523
none_top80_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,none,80,dense4,baseline,20,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005872249603271484
mean_top20_distinct20_baseline,top40_minx8_span2,span2,2.0,mean,20,distinct20,baseline,40,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.0004994869232177734
mean_top40_distinct20_baseline,top40_minx8_span2,span2,2.0,mean,40,distinct20,baseline,40,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.0005003015200297037
mean_top80_distinct20_baseline,top40_minx8_span2,span2,2.0,mean,80,distinct20,baseline,40,8.0,12,12,0,0,5,2,10,1.4166666666666667,0.000496983528137207
none_top20_dense4_baseline,top40_minx8,score,0.0,none,20,dense4,baseline,40,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0005466938018798828
none_top20_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,none,20,dense4,baseline,40,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.000584105650583903
none_top40_dense4_baseline,top40_minx8,score,0.0,none,40,dense4,baseline,40,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.0052147110303243
none_top80_dense4_baseline,top40_minx8,score,0.0,none,80,dense4,baseline,40,8.0,12,12,0,0,0,11,6,1.4166666666666667,0.005230844020843506
none_top40_dense4_baseline,top40_minx12_span1,span1,1.0,none,40,dense4,baseline,40,12.0,12,12,0,0,1,9,7,1.4166666666666667,0.005164623260498047
none_top40_dense4_baseline,top40_minx12_span2,span2,2.0,none,40,dense4,baseline,40,12.0,12,12,0,0,1,9,7,1.4166666666666667,0.005157887935638428
none_top80_dense4_baseline,top40_minx12_span1,span1,1.0,none,80,dense4,baseline,40,12.0,12,12,0,0,1,9,7,1.4166666666666667,0.005165259043375651
none_top80_dense4_baseline,top40_minx12_span2,span2,2.0,none,80,dense4,baseline,40,12.0,12,12,0,0,1,9,7,1.4166666666666667,0.0051613251368204755
median_top20_distinct20_baseline,top10_minx8_span2,span2,2.0,median,20,distinct20,baseline,10,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.00010393063227335612
median_top40_distinct20_baseline,top10_minx8_span2,span2,2.0,median,40,distinct20,baseline,10,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.00010500351587931316
median_top80_distinct20_baseline,top10_minx8_span2,span2,2.0,median,80,distinct20,baseline,10,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0001051028569539388
median_top20_distinct20_baseline,top10_minx12_span2,span2,2.0,median,20,distinct20,baseline,10,12.0,12,12,1,0,5,3,8,1.3333333333333333,9.971857070922852e-05
median_top20_moderate12_baseline,top10_minx12_span0p5,span0p5,0.5,median,20,moderate12,baseline,10,12.0,12,12,0,0,3,7,6,1.3333333333333333,9.546677271525066e-05
median_top20_moderate12_baseline,top10_minx12_span1,span1,1.0,median,20,moderate12,baseline,10,12.0,12,12,0,0,3,6,7,1.3333333333333333,9.5824400583903e-05
median_top40_distinct20_baseline,top10_minx12_span2,span2,2.0,median,40,distinct20,baseline,10,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.00010035435358683269
median_top40_moderate12_baseline,top10_minx12_span0p5,span0p5,0.5,median,40,moderate12,baseline,10,12.0,12,12,0,0,3,7,6,1.3333333333333333,9.520848592122395e-05
median_top40_moderate12_baseline,top10_minx12_span1,span1,1.0,median,40,moderate12,baseline,10,12.0,12,12,0,0,3,6,7,1.3333333333333333,9.546677271525066e-05
median_top80_distinct20_baseline,top10_minx12_span2,span2,2.0,median,80,distinct20,baseline,10,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.00010031461715698242
median_top80_moderate12_baseline,top10_minx12_span0p5,span0p5,0.5,median,80,moderate12,baseline,10,12.0,12,12,0,0,3,7,6,1.3333333333333333,9.560585021972656e-05
median_top80_moderate12_baseline,top10_minx12_span1,span1,1.0,median,80,moderate12,baseline,10,12.0,12,12,0,0,3,6,7,1.3333333333333333,9.624163309733073e-05
median_top20_distinct20_baseline,top10_minx20,score,0.0,median,20,distinct20,baseline,10,20.0,12,12,0,0,4,6,6,1.3333333333333333,8.006890614827474e-05
median_top40_distinct20_baseline,top10_minx20,score,0.0,median,40,distinct20,baseline,10,20.0,12,12,0,0,4,6,6,1.3333333333333333,7.913510004679362e-05
median_top80_distinct20_baseline,top10_minx20,score,0.0,median,80,distinct20,baseline,10,20.0,12,12,0,0,4,6,6,1.3333333333333333,8.016824722290039e-05
median_top20_distinct20_baseline,top20_minx8_span2,span2,2.0,median,20,distinct20,baseline,20,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.000489513079325358
median_top40_distinct20_baseline,top20_minx8_span2,span2,2.0,median,40,distinct20,baseline,20,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0004918376604715983
median_top80_distinct20_baseline,top20_minx8_span2,span2,2.0,median,80,distinct20,baseline,20,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0004904468854268392
none_top20_dense4_baseline,top20_minx8_span1,span1,1.0,none,20,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005786816279093424
none_top20_dense4_baseline,top20_minx8_span2,span2,2.0,none,20,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005852778752644857
none_top40_dense4_baseline,top20_minx8_span1,span1,1.0,none,40,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005898475646972656
none_top40_dense4_baseline,top20_minx8_span2,span2,2.0,none,40,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005875428517659506
none_top80_dense4_baseline,top20_minx8_span1,span1,1.0,none,80,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005859732627868652
none_top80_dense4_baseline,top20_minx8_span2,span2,2.0,none,80,dense4,baseline,20,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005859533945719401
mean_top20_distinct20_baseline,top20_minx12_span2,span2,2.0,mean,20,distinct20,baseline,20,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.0004812479019165039
mean_top20_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,mean,20,distinct20,wide,20,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.0004973610242207845
mean_top40_distinct20_baseline,top20_minx12_span2,span2,2.0,mean,40,distinct20,baseline,20,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.00048357248306274414
mean_top40_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,mean,40,distinct20,wide,20,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.0004972616831461588
mean_top80_distinct20_baseline,top20_minx12_span2,span2,2.0,mean,80,distinct20,baseline,20,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.00048418839772542316
mean_top80_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,mean,80,distinct20,wide,20,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.0004942615826924642
median_top20_distinct20_baseline,top20_minx12_span2,span2,2.0,median,20,distinct20,baseline,20,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.00047016143798828125
median_top40_distinct20_baseline,top20_minx12_span2,span2,2.0,median,40,distinct20,baseline,20,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.00046424070994059247
median_top80_distinct20_baseline,top20_minx12_span2,span2,2.0,median,80,distinct20,baseline,20,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.000471035639444987
mean_top20_distinct20_baseline,top20_minx20_span2,span2,2.0,mean,20,distinct20,baseline,20,20.0,12,12,0,0,5,2,9,1.3333333333333333,0.00044240554173787433
mean_top40_distinct20_baseline,top20_minx20_span2,span2,2.0,mean,40,distinct20,baseline,20,20.0,12,12,0,0,5,2,9,1.3333333333333333,0.00044516722361246747
mean_top80_distinct20_baseline,top20_minx20_span2,span2,2.0,mean,80,distinct20,baseline,20,20.0,12,12,0,0,5,2,9,1.3333333333333333,0.00044405460357666016
median_top20_distinct20_baseline,top20_minx20,score,0.0,median,20,distinct20,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.00035319725672403973
median_top20_moderate12_baseline,top20_minx20_span0p5,span0p5,0.5,median,20,moderate12,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.0006975730260213217
median_top20_moderate12_baseline,top20_minx20_span2,span2,2.0,median,20,moderate12,baseline,20,20.0,12,12,0,0,5,4,7,1.3333333333333333,0.0007002751032511393
median_top40_distinct20_baseline,top20_minx20,score,0.0,median,40,distinct20,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.0003521839777628581
median_top40_moderate12_baseline,top20_minx20_span0p5,span0p5,0.5,median,40,moderate12,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.0007008115450541178
median_top40_moderate12_baseline,top20_minx20_span2,span2,2.0,median,40,moderate12,baseline,20,20.0,12,12,0,0,5,4,7,1.3333333333333333,0.0007035533587137858
median_top80_distinct20_baseline,top20_minx20,score,0.0,median,80,distinct20,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.00035629669825236004
median_top80_moderate12_baseline,top20_minx20_span0p5,span0p5,0.5,median,80,moderate12,baseline,20,20.0,12,12,0,0,4,6,6,1.3333333333333333,0.0006977121035257975
median_top80_moderate12_baseline,top20_minx20_span2,span2,2.0,median,80,moderate12,baseline,20,20.0,12,12,0,0,5,4,7,1.3333333333333333,0.0006964405377705892
median_top20_distinct20_baseline,top40_minx8_span2,span2,2.0,median,20,distinct20,baseline,40,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0004871686299641927
median_top40_distinct20_baseline,top40_minx8_span2,span2,2.0,median,40,distinct20,baseline,40,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0005162358283996582
median_top80_distinct20_baseline,top40_minx8_span2,span2,2.0,median,80,distinct20,baseline,40,8.0,12,12,1,0,5,3,8,1.3333333333333333,0.0005235870679219564
none_top20_dense4_baseline,top40_minx8_span1,span1,1.0,none,20,dense4,baseline,40,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005842447280883789
none_top20_dense4_baseline,top40_minx8_span2,span2,2.0,none,20,dense4,baseline,40,8.0,12,12,0,0,0,10,6,1.3333333333333333,0.0005828142166137695
mean_top20_distinct20_baseline,top40_minx12_span2,span2,2.0,mean,20,distinct20,baseline,40,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.00048271814982096356
mean_top20_distinct20_wide,top40_minx12_span0p5,span0p5,0.5,mean,20,distinct20,wide,40,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.000494996706644694
mean_top40_distinct20_baseline,top40_minx12_span2,span2,2.0,mean,40,distinct20,baseline,40,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.00048331419626871747
mean_top40_distinct20_wide,top40_minx12_span0p5,span0p5,0.5,mean,40,distinct20,wide,40,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.000495751698811849
mean_top80_distinct20_baseline,top40_minx12_span2,span2,2.0,mean,80,distinct20,baseline,40,12.0,12,12,0,0,5,2,9,1.3333333333333333,0.0004807710647583008
mean_top80_distinct20_wide,top40_minx12_span0p5,span0p5,0.5,mean,80,distinct20,wide,40,12.0,12,12,0,0,7,4,5,1.3333333333333333,0.0004965265591939291
median_top20_distinct20_baseline,top40_minx12_span2,span2,2.0,median,20,distinct20,baseline,40,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.00046956539154052734
median_top40_distinct20_baseline,top40_minx12_span2,span2,2.0,median,40,distinct20,baseline,40,12.0,12,12,1,0,5,3,8,1.3333333333333333,0.0004927515983581543
