experiment_id	path	size_bytes	file_count	has_run_manifest	data_file_count	figure_file_count	figure_notes_count	latest_mtime_utc
116	outputs/experiments/116_detection_seeded_coarse_2mm_screen_smoke	80955	4	True	2	1	0	2026-05-30T21:08:36.209132+00:00
1170	outputs/experiments/1170_coordinate_optimizer_variable_depth_radius_seed72723460378141_target0_sources8_txrx60_ringdown050_objectives	762872	13	True	7	5	1	2026-06-11T08:49:37.701241+00:00
1171	outputs/experiments/1171_coordinate_optimizer_variable_depth_radius_seed72723460378141_target2_sources5_txrx60_ringdown050_objectives	766582	13	True	7	5	1	2026-06-11T08:58:08.009940+00:00
1172	outputs/experiments/1172_coordinate_optimizer_variable_depth_radius_seed72723460378141_target1_sources5_txrx60_ringdown050_objectives	759570	13	True	7	5	1	2026-06-11T09:06:50.241699+00:00
1173	outputs/experiments/1173_coordinate_optimizer_variable_depth_radius_seed72723460378141_target1_sources9_txrx60_ringdown050_objectives	762463	13	True	7	5	1	2026-06-11T09:20:32.273285+00:00
1174	outputs/experiments/1174_coordinate_optimizer_variable_depth_radius_seed117669030670994_target0_sources8_txrx60_ringdown050_objectives	764900	13	True	7	5	1	2026-06-11T09:32:42.275642+00:00
1175	outputs/experiments/1175_coordinate_optimizer_variable_depth_radius_seed117669030670994_target2_sources5_txrx60_ringdown050_objectives	770193	13	True	7	5	1	2026-06-11T09:41:17.452383+00:00
1176	outputs/experiments/1176_coordinate_optimizer_variable_depth_radius_seed117669030670994_target2_sources7_txrx60_ringdown050_objectives	770506	13	True	7	5	1	2026-06-11T09:52:03.174622+00:00
1177	outputs/experiments/1177_coordinate_optimizer_variable_depth_radius_seed117669030670994_target1_sources5_txrx60_ringdown050_objectives	765209	13	True	7	5	1	2026-06-11T10:00:38.260633+00:00
1178	outputs/experiments/1178_coordinate_optimizer_variable_depth_radius_seed190392491049135_target0_sources8_txrx60_ringdown050_objectives	766354	13	True	7	5	1	2026-06-11T10:12:37.784349+00:00
1179	outputs/experiments/1179_coordinate_optimizer_variable_depth_radius_seed190392491049135_target0_sources8_txrx52p5_ringdown050_objectives	767792	13	True	7	5	1	2026-06-11T10:24:33.157468+00:00
117	outputs/experiments/117_detection_seeded_narrow_1mm_polish_smoke	81689	4	True	2	1	0	2026-05-30T21:12:56.847557+00:00
1180	outputs/experiments/1180_coordinate_optimizer_variable_depth_radius_seed190392491049135_target2_sources5_txrx60_ringdown050_objectives	772066	13	True	7	5	1	2026-06-11T10:33:08.854161+00:00
1181	outputs/experiments/1181_coordinate_optimizer_variable_depth_radius_seed190392491049135_target1_sources5_txrx60_ringdown050_objectives	765805	13	True	7	5	1	2026-06-11T10:42:00.335223+00:00
1182	outputs/experiments/1182_coordinate_optimizer_variable_depth_radius_seed308061521720129_target0_sources8_txrx60_ringdown050_objectives	765728	13	True	7	5	1	2026-06-11T10:54:17.489186+00:00
1183	outputs/experiments/1183_coordinate_optimizer_variable_depth_radius_seed308061521720129_target0_sources8_txrx52p5_ringdown050_objectives	767572	13	True	7	5	1	2026-06-11T11:07:26.596239+00:00
1184	outputs/experiments/1184_coordinate_optimizer_variable_depth_radius_seed308061521720129_target2_sources5_txrx60_ringdown050_objectives	768570	13	True	7	5	1	2026-06-11T11:16:17.928503+00:00
1185	outputs/experiments/1185_coordinate_optimizer_variable_depth_radius_seed308061521720129_target2_sources7_txrx60_ringdown050_objectives	768456	13	True	7	5	1	2026-06-11T11:26:37.121138+00:00
1186	outputs/experiments/1186_coordinate_optimizer_variable_depth_radius_seed308061521720129_target2_sources9_txrx60_ringdown050_objectives	770417	13	True	7	5	1	2026-06-11T11:39:55.161446+00:00
1187	outputs/experiments/1187_coordinate_optimizer_variable_depth_radius_seed308061521720129_target1_sources5_txrx60_ringdown050_objectives	764343	13	True	7	5	1	2026-06-11T11:48:24.462108+00:00
1188	outputs/experiments/1188_coordinate_optimizer_variable_depth_radius_seed498454012769264_target0_sources8_txrx60_ringdown050_objectives	768819	13	True	7	5	1	2026-06-11T12:00:10.859641+00:00
1189	outputs/experiments/1189_coordinate_optimizer_variable_depth_radius_seed498454012769264_target0_sources8_txrx52p5_ringdown050_objectives	767400	13	True	7	5	1	2026-06-11T12:11:49.511147+00:00
118	outputs/experiments/118_detection_seeded_two_stage_refinement_smoke	3458105	18	True	1	0	3	2026-05-30T21:49:41.073554+00:00
1190	outputs/experiments/1190_coordinate_optimizer_variable_depth_radius_seed498454012769264_target2_sources5_txrx60_ringdown050_objectives	772046	13	True	7	5	1	2026-06-11T12:20:11.105526+00:00
1191	outputs/experiments/1191_coordinate_optimizer_variable_depth_radius_seed498454012769264_target2_sources7_txrx60_ringdown050_objectives	773889	13	True	7	5	1	2026-06-11T12:30:44.550976+00:00
1192	outputs/experiments/1192_coordinate_optimizer_variable_depth_radius_seed498454012769264_target2_sources9_txrx60_ringdown050_objectives	774668	13	True	7	5	1	2026-06-11T12:43:44.010628+00:00
1193	outputs/experiments/1193_coordinate_optimizer_variable_depth_radius_seed498454012769264_target1_sources5_txrx60_ringdown050_objectives	766889	13	True	7	5	1	2026-06-11T12:52:23.629221+00:00
1194	outputs/experiments/1194_coordinate_optimizer_variable_depth_radius_seed806515534489393_target0_sources8_txrx60_ringdown050_objectives	767540	13	True	7	5	1	2026-06-11T13:04:20.036079+00:00
1195	outputs/experiments/1195_coordinate_optimizer_variable_depth_radius_seed806515534489393_target2_sources5_txrx60_ringdown050_objectives	769555	13	True	7	5	1	2026-06-11T13:12:43.920787+00:00
1196	outputs/experiments/1196_coordinate_optimizer_variable_depth_radius_seed806515534489393_target2_sources7_txrx60_ringdown050_objectives	770280	13	True	7	5	1	2026-06-11T13:23:17.602737+00:00
1197	outputs/experiments/1197_coordinate_optimizer_variable_depth_radius_seed806515534489393_target2_sources9_txrx60_ringdown050_objectives	772922	13	True	7	5	1	2026-06-11T13:36:36.037818+00:00
1198	outputs/experiments/1198_coordinate_optimizer_variable_depth_radius_seed806515534489393_target1_sources5_txrx60_ringdown050_objectives	764277	13	True	7	5	1	2026-06-11T13:45:00.958708+00:00
1199	outputs/experiments/1199_coordinate_optimizer_variable_depth_radius_seed1304969547258657_target0_sources8_txrx60_ringdown050_objectives	768091	13	True	7	5	1	2026-06-11T13:56:49.704500+00:00
119	outputs/experiments/119_detection_seeded_two_stage_refinement_depth110_r8_smoke	3466270	18	True	1	0	3	2026-05-30T22:00:08.338467+00:00
1200	outputs/experiments/1200_coordinate_optimizer_variable_depth_radius_seed1304969547258657_target2_sources5_txrx60_ringdown050_objectives	773781	13	True	7	5	1	2026-06-11T14:05:17.224843+00:00
1201	outputs/experiments/1201_coordinate_optimizer_variable_depth_radius_seed1304969547258657_target1_sources5_txrx60_ringdown050_objectives	768430	13	True	7	5	1	2026-06-11T14:13:43.469424+00:00
1202	outputs/experiments/1202_coordinate_optimizer_variable_depth_radius_seed2111485081748050_target0_sources8_txrx60_ringdown050_objectives	764858	13	True	7	5	1	2026-06-11T14:25:40.375438+00:00
1203	outputs/experiments/1203_coordinate_optimizer_variable_depth_radius_seed2111485081748050_target2_sources5_txrx60_ringdown050_objectives	769261	13	True	7	5	1	2026-06-11T14:34:10.246415+00:00
1204	outputs/experiments/1204_coordinate_optimizer_variable_depth_radius_seed2111485081748050_target2_sources7_txrx60_ringdown050_objectives	770648	13	True	7	5	1	2026-06-11T14:45:11.750287+00:00
1205	outputs/experiments/1205_coordinate_optimizer_variable_depth_radius_seed2111485081748050_target1_sources5_txrx60_ringdown050_objectives	765480	13	True	7	5	1	2026-06-11T14:56:00.255804+00:00
1206	outputs/experiments/1206_coordinate_optimizer_variable_depth_radius_seed3416454629006707_target0_sources8_txrx60_ringdown050_objectives	768993	13	True	7	5	1	2026-06-11T15:07:37.718688+00:00
1207	outputs/experiments/1207_coordinate_optimizer_variable_depth_radius_seed3416454629006707_target2_sources5_txrx60_ringdown050_objectives	772946	13	True	7	5	1	2026-06-11T15:15:47.369727+00:00
1208	outputs/experiments/1208_coordinate_optimizer_variable_depth_radius_seed3416454629006707_target2_sources7_txrx60_ringdown050_objectives	774606	13	True	7	5	1	2026-06-11T15:25:59.842493+00:00
1209	outputs/experiments/1209_coordinate_optimizer_variable_depth_radius_seed3416454629006707_target2_sources9_txrx60_ringdown050_objectives	777206	13	True	7	5	1	2026-06-11T15:39:45.507200+00:00
120	outputs/experiments/120_detection_seeded_two_stage_refinement_depth110_r8_mismatch_noise10	3661684	18	True	1	0	3	2026-05-30T22:08:40.792773+00:00
1210	outputs/experiments/1210_coordinate_optimizer_variable_depth_radius_seed3416454629006707_target1_sources5_txrx60_ringdown050_objectives	768251	13	True	7	5	1	2026-06-11T15:47:53.413729+00:00
1211	outputs/experiments/1211_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target0_sources8_txrx60_ringdown050_objectives	769053	13	True	7	5	1	2026-06-11T15:59:34.854701+00:00
1212	outputs/experiments/1212_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target0_sources8_txrx52p5_ringdown050_objectives	768992	13	True	7	5	1	2026-06-11T16:11:09.917765+00:00
1213	outputs/experiments/1213_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target0_sources8_txrx50_ringdown050_objectives	769724	13	True	7	5	1	2026-06-11T16:23:24.629308+00:00
1214	outputs/experiments/1214_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target0_sources8_txrx45_ringdown050_objectives	767247	13	True	7	5	1	2026-06-11T16:35:13.702413+00:00
1215	outputs/experiments/1215_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target2_sources5_txrx60_ringdown050_objectives	773178	13	True	7	5	1	2026-06-11T16:43:28.011678+00:00
1216	outputs/experiments/1216_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources5_txrx60_ringdown050_objectives	766121	13	True	7	5	1	2026-06-11T16:51:49.539601+00:00
1217	outputs/experiments/1217_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources9_txrx60_ringdown050_objectives	768420	13	True	7	5	1	2026-06-11T17:05:49.507970+00:00
1218	outputs/experiments/1218_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources11_txrx60_ringdown050_objectives	768765	13	True	7	5	1	2026-06-11T17:24:33.944393+00:00
121	outputs/experiments/121_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10	3686672	18	True	1	0	3	2026-05-30T22:16:49.608348+00:00
122	outputs/experiments/122_two_stage_refinement_aggregate_118_121	89523	5	True	2	2	1	2026-05-30T22:19:21.470386+00:00
123	outputs/experiments/123_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_seed21	3686572	18	True	1	0	3	2026-05-30T22:27:59.564687+00:00
124	outputs/experiments/124_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_seed34	3673904	18	True	1	0	3	2026-05-30T22:36:29.307221+00:00
125	outputs/experiments/125_two_stage_refinement_aggregate_118_124	94686	5	True	2	2	1	2026-05-30T22:37:21.265620+00:00
126	outputs/experiments/126_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_fine01	3679906	18	True	1	0	3	2026-05-30T22:51:04.129236+00:00
127	outputs/experiments/127_two_stage_refinement_aggregate_118_126_intervals	99201	5	True	2	2	1	2026-05-30T22:53:34.034464+00:00
128	outputs/experiments/128_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_fine01_subcell	3698124	18	True	1	0	3	2026-05-30T23:07:51.561926+00:00
129	outputs/experiments/129_two_stage_refinement_aggregate_118_128_geometry	102106	5	True	2	2	1	2026-05-30T23:08:54.761219+00:00
130	outputs/experiments/130_two_stage_refinement_aggregate_118_128_geometry_plotfix	112177	5	True	2	2	1	2026-05-31T00:02:53.111600+00:00
131	outputs/experiments/131_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_fine01_multifreq	3680453	18	True	1	0	3	2026-05-31T00:31:49.763691+00:00
132	outputs/experiments/132_detection_seeded_two_stage_refinement_depth70_r4_mismatch_noise10_fine01_highfreq	3685266	18	True	1	0	3	2026-05-31T00:58:54.338838+00:00
133	outputs/experiments/133_two_stage_refinement_aggregate_118_132_multifreq	117393	5	True	2	2	1	2026-05-31T01:00:24.270390+00:00
134	outputs/experiments/134_two_stage_refinement_aggregate_118_132_interval_runtime	207536	6	True	2	3	1	2026-05-31T01:04:51.437325+00:00
135	outputs/experiments/135_single_rebar_source_profiled_multifreq_csv_plot_smoke	145657	6	True	2	3	1	2026-05-31T01:16:53.302246+00:00
136	outputs/experiments/136_single_rebar_geometry_quantization_radius37_43	170697	5	True	2	2	1	2026-05-31T01:14:06.988620+00:00
137	outputs/experiments/137_single_rebar_source_profiled_multifreq_subcell_tie_smoke	140806	6	True	2	3	1	2026-05-31T01:16:59.735922+00:00
138	outputs/experiments/138_single_rebar_source_profiled_multifreq_subcell9_tie_smoke	142962	6	True	2	3	1	2026-05-31T01:18:49.834721+00:00
139	outputs/experiments/139_single_rebar_source_profiled_multifreq_subcell9_radius37_43	144836	6	True	2	3	1	2026-05-31T01:21:55.198513+00:00
140	outputs/experiments/140_single_rebar_source_profiled_multifreq_subcell9_radius37_43_src9	154867	6	True	2	3	1	2026-05-31T01:28:26.271425+00:00
141	outputs/experiments/141_frequency_reweight_diagnostic_exp140_subcell9_src9	95086	5	True	2	2	1	2026-05-31T01:30:38.718389+00:00
142	outputs/experiments/142_single_rebar_source_profiled_multifreq_subcell9_radius37_43_src9_seed21	153905	6	True	2	3	1	2026-05-31T01:37:15.390734+00:00
143	outputs/experiments/143_single_rebar_source_profiled_multifreq_subcell9_radius37_43_src9_seed34	146622	6	True	2	3	1	2026-05-31T01:42:48.123741+00:00
144	outputs/experiments/144_source_profiled_polish_aggregate_subcell9_src9_noise_seeds	100174	5	True	2	2	1	2026-05-31T01:44:51.647442+00:00
145	outputs/experiments/145_single_rebar_geometry_quantization_radius37_43_grid05	172861	5	True	2	2	1	2026-05-31T01:47:20.127762+00:00
146	outputs/experiments/146_single_rebar_source_profiled_multifreq_grid05_hard_tie_smoke	152768	6	True	2	3	1	2026-05-31T01:56:38.538174+00:00
147	outputs/experiments/147_single_rebar_source_profiled_multifreq_subcell9_src9_z69_71_r39_41	150795	6	True	2	3	1	2026-05-31T02:05:15.626122+00:00
148	outputs/experiments/148_detection_seeded_guarded_polish_depth70_r4_noise10_seed13	3842849	24	True	1	0	4	2026-05-31T03:26:58.956080+00:00
149	outputs/experiments/149_two_stage_refinement_aggregate_118_148_guarded	211715	6	True	2	3	1	2026-05-31T03:28:18.101445+00:00
150	outputs/experiments/150_detection_seeded_guarded_polish_depth70_r4_noise10_seed21	3849649	24	True	1	0	4	2026-05-31T03:40:17.595788+00:00
151	outputs/experiments/151_detection_seeded_guarded_polish_depth70_r4_noise10_seed34	3865990	24	True	1	0	4	2026-05-31T03:51:11.328631+00:00
152	outputs/experiments/152_guarded_pipeline_seed_aggregate_148_151	172248	6	True	2	3	1	2026-05-31T03:51:36.550294+00:00
153	outputs/experiments/153_detection_seeded_guarded_polish_depth110_r8_noise10_seed13	3842051	24	True	1	0	4	2026-05-31T04:04:22.843572+00:00
154	outputs/experiments/154_guarded_stage_confidence_120_153	258922	7	True	2	4	1	2026-05-31T04:08:04.567294+00:00
155	outputs/experiments/155_single_rebar_r8_guarded_hard_local_multifreq	163008	6	True	2	3	1	2026-05-31T04:15:57.214977+00:00
156	outputs/experiments/156_single_rebar_r8_guarded_subcell9_src9_15ghz_only	85707	5	True	2	2	1	2026-05-31T04:19:42.918397+00:00
157	outputs/experiments/157_single_rebar_r8_guarded_subcell9_src9_10ghz_only	86416	5	True	2	2	1	2026-05-31T04:23:07.021274+00:00
158	outputs/experiments/158_r8_guarded_frequency_geometry_diagnostic_153_157	109342	5	True	2	2	1	2026-05-31T04:24:17.758938+00:00
159	outputs/experiments/159_single_rebar_r8_guarded_subcell9_src9_multifreq_no_amp_fit	156828	6	True	2	3	1	2026-05-31T04:32:19.099891+00:00
160	outputs/experiments/160_r8_guarded_objective_design_diagnostic_153_159	127681	5	True	2	2	1	2026-05-31T04:32:49.783086+00:00
161	outputs/experiments/161_r8_guarded_objective_design_diagnostic_153_159_with_amp_mode	128014	5	True	2	2	1	2026-05-31T04:33:41.250113+00:00
162	outputs/experiments/162_single_rebar_r8_guarded_subcell9_src9_weighted025_1	155676	6	True	2	3	1	2026-05-31T04:41:23.438855+00:00
163	outputs/experiments/163_r8_guarded_objective_design_diagnostic_153_162_with_weights	130963	5	True	2	2	1	2026-05-31T04:42:24.432849+00:00
164	outputs/experiments/164_single_rebar_r4_guarded_subcell9_src9_weighted025_1_seed13	157277	6	True	2	3	1	2026-05-31T04:50:09.536775+00:00
165	outputs/experiments/165_r4_guarded_weighting_diagnostic_148_164	106480	5	True	2	2	1	2026-05-31T04:50:45.293122+00:00
166	outputs/experiments/166_single_rebar_r4_highband2ghz_subcell9_src9_seed13	90329	5	True	2	2	1	2026-05-31T04:55:15.136024+00:00
167	outputs/experiments/167_single_rebar_r4_highband25ghz_subcell9_src9_seed13	89082	5	True	2	2	1	2026-05-31T04:58:51.132061+00:00
168	outputs/experiments/168_r4_highband_acquisition_diagnostic_148_167	108749	5	True	2	2	1	2026-05-31T04:59:28.214625+00:00
169	outputs/experiments/169_single_rebar_r8_highband25ghz_subcell9_src9_seed13	103234	5	True	2	2	1	2026-05-31T05:03:59.980602+00:00
170	outputs/experiments/170_highband25_acquisition_diagnostic_r4_r8	135792	5	True	2	2	1	2026-05-31T05:04:40.557052+00:00
171	outputs/experiments/171_highband25_acquisition_diagnostic_r4_r8_labeled	135637	5	True	2	2	1	2026-05-31T05:05:42.071922+00:00
172	outputs/experiments/172_single_rebar_r4_highband25ghz_subcell9_src9_seed21	101558	5	True	2	2	1	2026-05-31T05:10:20.298317+00:00
173	outputs/experiments/173_single_rebar_r4_highband25ghz_subcell9_src9_seed34	90512	5	True	2	2	1	2026-05-31T05:14:15.714264+00:00
174	outputs/experiments/174_r4_highband25_seed_aggregate_148_173	102493	5	True	2	2	1	2026-05-31T05:14:49.663157+00:00
175	outputs/experiments/175_single_rebar_r8_highband25ghz_subcell9_src9_seed21	105446	5	True	2	2	1	2026-05-31T05:19:46.888382+00:00
176	outputs/experiments/176_single_rebar_r8_highband25ghz_subcell9_src9_seed34	103811	5	True	2	2	1	2026-05-31T05:23:33.173198+00:00
177	outputs/experiments/177_r8_highband25_seed_aggregate_153_176	108674	5	True	2	2	1	2026-05-31T05:24:06.058561+00:00
178	outputs/experiments/178_detection_seeded_highband_polish_depth70_r4_noise10_seed13	3781508	23	True	1	0	4	2026-05-31T05:35:00.912647+00:00
179	outputs/experiments/179_packaged_highband_comparison_148_178	237125	7	True	2	4	1	2026-05-31T05:35:39.121637+00:00
180	outputs/experiments/180_packaged_highband_comparison_148_178_notes_v2	237607	7	True	2	4	1	2026-05-31T05:36:33.202104+00:00
181	outputs/experiments/181_detection_seeded_highband_polish_depth70_r4_noise10_seed21	3798281	23	True	1	0	4	2026-05-31T05:45:15.599115+00:00
182	outputs/experiments/182_detection_seeded_highband_polish_depth70_r4_noise10_seed34	3800518	23	True	1	0	4	2026-05-31T05:53:02.794510+00:00
183	outputs/experiments/183_packaged_highband_seed_aggregate_148_182	255921	7	True	2	4	1	2026-05-31T05:53:35.068199+00:00
184	outputs/experiments/184_detection_seeded_highband_polish_depth110_r8_noise10_seed13	3785387	23	True	1	0	4	2026-05-31T06:03:05.164861+00:00
185	outputs/experiments/185_packaged_highband_r8_comparison_120_184	252443	7	True	2	4	1	2026-05-31T06:03:49.953184+00:00
186	outputs/experiments/186_detection_seeded_highband_polish_depth110_r8_noise10_seed21	3788559	23	True	1	0	4	2026-05-31T06:12:45.009035+00:00
187	outputs/experiments/187_detection_seeded_highband_polish_depth110_r8_noise10_seed34	3786331	23	True	1	0	4	2026-05-31T06:20:54.245710+00:00
188	outputs/experiments/188_packaged_highband_r8_seed_aggregate_120_187	268923	7	True	2	4	1	2026-05-31T06:21:15.274906+00:00
189	outputs/experiments/189_single_rebar_r4_subcell13_geometry_quantization_005mm	162831	5	True	2	2	1	2026-05-31T06:23:14.764992+00:00
190	outputs/experiments/190_single_rebar_r4_highband25ghz_subcell13_src9_seed13	97254	5	True	2	2	1	2026-05-31T06:38:13.936798+00:00
191	outputs/experiments/191_single_rebar_r4_highband25ghz_subcell13_fine_radius0025_seed13	99907	5	True	2	2	1	2026-05-31T06:38:13.937128+00:00
192	outputs/experiments/192_single_rebar_r4_highband25ghz_subcell13_fine_radius0025_seed13_noamp	109114	5	True	2	2	1	2026-05-31T06:38:13.937454+00:00
193	outputs/experiments/193_shallow_r4_highband_subcell_radius_source_aggregate_167_192	111128	5	True	2	2	1	2026-05-31T06:38:26.922118+00:00
194	outputs/experiments/194_single_rebar_r4_material_source_tradeoff_highband_subcell13_seed13	4969785	10	True	5	4	1	2026-06-11T00:56:00.431360+00:00
195	outputs/experiments/195_single_rebar_r8_material_source_tradeoff_highband_subcell13_seed13	5213863	10	True	5	4	1	2026-06-11T00:56:00.184490+00:00
196	outputs/experiments/196_single_rebar_r8_highband25ghz_subcell13_fine_radius005_seed13	92855	5	True	2	2	1	2026-05-31T07:09:10.354561+00:00
197	outputs/experiments/197_radius_uncertainty_report_r4_r8_material_source_191_196	56776	5	True	2	2	1	2026-05-31T07:09:32.774987+00:00
198	outputs/experiments/198_detection_seeded_highband_material_uncertainty_smoke_depth70_r4_seed13	3934706	33	True	1	0	6	2026-05-31T07:22:59.415749+00:00
199	outputs/experiments/199_packaged_highband_material_uncertainty_aggregate_178_198	323634	8	True	2	5	1	2026-05-31T07:26:09.993695+00:00
200	outputs/experiments/200_detection_seeded_highband_material_uncertainty_smoke_depth110_r8_seed13	3925701	33	True	1	0	6	2026-05-31T07:37:26.787639+00:00
201	outputs/experiments/201_packaged_highband_material_uncertainty_r4_r8_178_200	356271	8	True	2	5	1	2026-05-31T07:37:58.126111+00:00
202	outputs/experiments/202_coordinate_objective_diagnostic_report_106	113959	5	True	2	2	1	2026-05-31T07:42:44.896870+00:00
203	outputs/experiments/203_coordinate_optimizer_seed_offset2mm_guarded_highband_diag_seed34	1069478	13	True	9	3	1	2026-06-10T23:54:12.191713+00:00
204	outputs/experiments/204_coordinate_objective_diagnostic_report_203	93686	5	True	2	2	1	2026-05-31T09:45:00.817699+00:00
205	outputs/experiments/205_coordinate_objective_diagnostic_report_106_203	130759	5	True	2	2	1	2026-05-31T09:45:07.335049+00:00
206	outputs/experiments/206_coordinate_optimizer_close_spacing_detector_seeded_highband_diag_seed13	956042	12	True	8	3	1	2026-06-10T23:54:09.684968+00:00
207	outputs/experiments/207_coordinate_objective_diagnostic_report_206	92528	5	True	2	2	1	2026-05-31T11:30:06.162104+00:00
208	outputs/experiments/208_coordinate_optimizer_close_spacing_broad_ambiguity_revisit_seed13	1322796	15	True	11	3	1	2026-06-10T23:54:07.188450+00:00
209	outputs/experiments/209_coordinate_objective_diagnostic_report_208	105744	5	True	2	2	1	2026-05-31T13:48:07.706071+00:00
210	outputs/experiments/210_coordinate_optimizer_variable_depth_broad_ambiguity_revisit_seed13	1277627	14	True	10	3	1	2026-06-10T23:54:04.689654+00:00
211	outputs/experiments/211_coordinate_objective_diagnostic_report_210	97148	5	True	2	2	1	2026-05-31T16:51:47.415935+00:00
212	outputs/experiments/212_detection_assignment_variable_depth_115	65791	5	True	2	2	1	2026-05-31T16:58:03.587943+00:00
213	outputs/experiments/213_detection_assignment_close_spacing_114	70004	5	True	2	2	1	2026-05-31T17:00:58.876047+00:00
214	outputs/experiments/214_assigned_coordinate_command_variable_depth_115	8576	4	True	3	0	0	2026-05-31T17:13:12.233438+00:00
215	outputs/experiments/215_assigned_coordinate_command_close_spacing_114	8550	4	True	3	0	0	2026-05-31T17:13:12.232851+00:00
216	outputs/experiments/216_detection_multi_rebar_variable_radius_close_spacing_source_mismatch_noise10	3655484	6	True	3	2	1	2026-05-31T17:17:01.241258+00:00
217	outputs/experiments/217_detection_assignment_variable_radius_close_spacing_216	64344	5	True	2	2	1	2026-05-31T17:17:29.542114+00:00
218	outputs/experiments/218_assigned_coordinate_command_variable_radius_216	12529	6	True	5	0	0	2026-05-31T19:30:35.651731+00:00
219	outputs/experiments/219_coordinate_optimizer_variable_radius_close_spacing_from_assignment_seed13	1225207	14	True	10	3	1	2026-06-10T23:54:02.184088+00:00
220	outputs/experiments/220_assigned_coordinate_command_variable_radius_order210_216	12711	6	True	5	0	0	2026-05-31T21:52:09.494733+00:00
221	outputs/experiments/221_coordinate_optimizer_variable_radius_target_order_210_seed13	1242482	14	True	10	3	1	2026-06-10T23:53:59.689756+00:00
222	outputs/experiments/222_joint_radius_variable_radius_true_xz_seed13	158737	5	True	2	2	1	2026-05-31T23:24:51.861994+00:00
223	outputs/experiments/223_joint_radius_variable_radius_assigned_xz_seed13	154938	5	True	2	2	1	2026-06-01T00:57:32.247591+00:00
224	outputs/experiments/224_assigned_coordinate_command_variable_radius_location_only_216	10948	6	True	5	0	0	2026-06-01T01:14:47.803518+00:00
225	outputs/experiments/225_coordinate_optimizer_variable_radius_location_only_seed13	783440	12	True	8	3	1	2026-06-10T23:53:57.188757+00:00
226	outputs/experiments/226_joint_radius_variable_radius_location_only_xz_seed13	161303	5	True	2	2	1	2026-06-01T02:47:16.714432+00:00
227	outputs/experiments/227_coordinate_optimizer_variable_radius_target2_after_location_polish_seed13	820118	16	True	10	5	1	2026-06-10T23:53:54.691852+00:00
228	outputs/experiments/228_two_stage_refinement_aggregate_118_128_nan_notice_plotfix	278546	7	True	2	4	1	2026-06-01T02:53:04.019785+00:00
229	outputs/experiments/229_coordinate_objective_diagnostic_variable_radius_219_221_225	132057	5	True	2	2	1	2026-06-01T03:00:10.537054+00:00
230	outputs/experiments/230_detection_multi_rebar_variable_radius_close_spacing_source_mismatch_noise10_seed21	3650526	6	True	3	2	1	2026-06-01T03:19:15.460792+00:00
231	outputs/experiments/231_detection_assignment_variable_radius_close_spacing_seed21_230	64672	5	True	2	2	1	2026-06-01T03:19:40.310788+00:00
232	outputs/experiments/232_assigned_coordinate_command_variable_radius_location_only_seed21_230	11134	6	True	5	0	0	2026-06-01T03:37:07.601946+00:00
233	outputs/experiments/233_coordinate_optimizer_variable_radius_location_only_seed21	788013	12	True	8	3	1	2026-06-10T23:53:52.195124+00:00
234	outputs/experiments/234_coordinate_optimizer_variable_radius_target2_after_location_polish_seed21	824043	16	True	10	5	1	2026-06-10T23:53:49.628593+00:00
235	outputs/experiments/235_joint_radius_variable_radius_staged_xz_seed21	159208	5	True	2	2	1	2026-06-01T05:41:34.250788+00:00
236	outputs/experiments/236_coordinate_confidence_aggregate_variable_radius_target2_seed13_21	127300	5	True	2	2	1	2026-06-01T04:18:57.620909+00:00
237	outputs/experiments/237_coordinate_objective_diagnostic_target2_focus_seed13_21	87212	5	True	2	2	1	2026-06-01T04:23:59.738575+00:00
238	outputs/experiments/238_variable_radius_staged_pipeline_seed13_21_summary	77619	6	True	3	2	1	2026-06-01T05:44:48.814490+00:00
239	outputs/experiments/239_detection_multi_rebar_variable_radius_close_spacing_source_mismatch_noise10_seed34	3653847	6	True	3	2	1	2026-06-01T05:46:29.514642+00:00
240	outputs/experiments/240_detection_assignment_variable_radius_close_spacing_seed34_239	64763	5	True	2	2	1	2026-06-01T05:47:34.461470+00:00
241	outputs/experiments/241_assigned_coordinate_command_variable_radius_location_only_seed34_239	11237	6	True	5	0	0	2026-06-01T06:04:38.571878+00:00
242	outputs/experiments/242_coordinate_optimizer_variable_radius_location_only_seed34	774622	12	True	8	3	1	2026-06-10T23:53:47.102972+00:00
243	outputs/experiments/243_coordinate_optimizer_variable_radius_target2_after_location_polish_seed34	811280	16	True	10	5	1	2026-06-10T23:53:44.588704+00:00
