config_key,assignment_policy_key,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
none_top80_dense4_baseline,top10_minx8,none,80,dense4,baseline,10,8.0,12,4,0,0,0,3,1,0.3333333333333333,0.00010683139165242513
median_top20_distinct20_single667,top10_minx12,median,20,distinct20,single667,10,12.0,12,12,0,0,3,1,0,0.3333333333333333,8.682409922281901e-05
median_top40_distinct20_single667,top10_minx12,median,40,distinct20,single667,10,12.0,12,12,0,0,3,1,0,0.3333333333333333,8.759895960489909e-05
median_top80_distinct20_single667,top10_minx12,median,80,distinct20,single667,10,12.0,12,12,0,0,3,1,0,0.3333333333333333,8.843342463175456e-05
mean_top20_moderate12_wide,top10_minx20,mean,20,moderate12,wide,10,20.0,12,4,0,0,0,3,1,0.3333333333333333,7.239977518717448e-05
mean_top40_moderate12_wide,top10_minx20,mean,40,moderate12,wide,10,20.0,12,4,0,0,0,3,1,0.3333333333333333,6.423393885294597e-05
mean_top80_moderate12_wide,top10_minx20,mean,80,moderate12,wide,10,20.0,12,4,0,0,0,3,1,0.3333333333333333,6.471077601114909e-05
mean_top20_distinct20_single667,top10_minx45,mean,20,distinct20,single667,10,45.0,12,6,0,0,0,2,2,0.3333333333333333,7.055203119913737e-05
mean_top40_distinct20_single667,top10_minx45,mean,40,distinct20,single667,10,45.0,12,6,0,0,0,2,2,0.3333333333333333,6.524721781412761e-05
mean_top80_distinct20_single667,top10_minx45,mean,80,distinct20,single667,10,45.0,12,6,0,0,0,2,2,0.3333333333333333,6.538629531860352e-05
mean_top20_dense4_single667,top20_minx8,mean,20,dense4,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0006589293479919434
mean_top20_distinct20_single667,top20_minx8,mean,20,distinct20,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004952748616536459
mean_top40_dense4_single667,top20_minx8,mean,40,dense4,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0006055633227030436
mean_top40_distinct20_single667,top20_minx8,mean,40,distinct20,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004688103993733724
mean_top80_dense4_single667,top20_minx8,mean,80,dense4,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0006053646405537924
mean_top80_distinct20_single667,top20_minx8,mean,80,distinct20,single667,20,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004743337631225586
median_top20_moderate12_single667,top20_minx8,median,20,moderate12,single667,20,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0007414619127909342
median_top40_moderate12_single667,top20_minx8,median,40,moderate12,single667,20,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0007404685020446777
median_top80_moderate12_single667,top20_minx8,median,80,moderate12,single667,20,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0007341702779134115
median_top20_dense4_single667,top20_minx12,median,20,dense4,single667,20,12.0,12,11,0,0,0,3,1,0.3333333333333333,0.0005700190862019857
median_top20_distinct20_single667,top20_minx12,median,20,distinct20,single667,20,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.0004207889238993327
median_top40_dense4_single667,top20_minx12,median,40,dense4,single667,20,12.0,12,11,0,0,0,3,1,0.3333333333333333,0.0005690654118855795
median_top40_distinct20_single667,top20_minx12,median,40,distinct20,single667,20,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.0004235506057739258
median_top80_dense4_single667,top20_minx12,median,80,dense4,single667,20,12.0,12,11,0,0,0,3,1,0.3333333333333333,0.0005710323651631674
median_top80_distinct20_single667,top20_minx12,median,80,distinct20,single667,20,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.0004209280014038086
median_top20_moderate12_single667,top20_minx45,median,20,moderate12,single667,20,45.0,12,6,0,0,0,3,1,0.3333333333333333,0.0005370378494262695
median_top40_moderate12_single667,top20_minx45,median,40,moderate12,single667,20,45.0,12,6,0,0,0,3,1,0.3333333333333333,0.0005341768264770508
median_top80_moderate12_single667,top20_minx45,median,80,moderate12,single667,20,45.0,12,6,0,0,0,3,1,0.3333333333333333,0.0005337794621785482
mean_top20_dense4_single667,top40_minx8,mean,20,dense4,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0006580551465352377
mean_top20_distinct20_single667,top40_minx8,mean,20,distinct20,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004914402961730957
mean_top40_dense4_single667,top40_minx8,mean,40,dense4,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.005639076232910156
mean_top40_distinct20_single667,top40_minx8,mean,40,distinct20,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004882216453552246
mean_top80_dense4_single667,top40_minx8,mean,80,dense4,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.005649129549662272
mean_top80_distinct20_single667,top40_minx8,mean,80,distinct20,single667,40,8.0,12,12,0,0,0,3,1,0.3333333333333333,0.0004958113034566244
median_top20_moderate12_single667,top40_minx8,median,20,moderate12,single667,40,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0007429122924804688
median_top40_moderate12_single667,top40_minx8,median,40,moderate12,single667,40,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.003564735253651937
median_top80_moderate12_single667,top40_minx8,median,80,moderate12,single667,40,8.0,12,12,0,0,0,4,0,0.3333333333333333,0.0036017696062723794
median_top20_dense4_single667,top40_minx12,median,20,dense4,single667,40,12.0,12,11,0,0,0,3,1,0.3333333333333333,0.0005714893341064453
median_top20_distinct20_single667,top40_minx12,median,20,distinct20,single667,40,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.0004236300786336263
median_top40_distinct20_single667,top40_minx12,median,40,distinct20,single667,40,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.00043137868245442707
median_top80_distinct20_single667,top40_minx12,median,80,distinct20,single667,40,12.0,12,12,0,0,3,1,0,0.3333333333333333,0.0004309217135111491
mean_top40_dense4_single667,top40_minx20,mean,40,dense4,single667,40,20.0,12,12,0,0,2,2,0,0.3333333333333333,0.004828393459320068
mean_top80_dense4_single667,top40_minx20,mean,80,dense4,single667,40,20.0,12,12,0,0,2,2,0,0.3333333333333333,0.0048318107922871905
median_top20_moderate12_single667,top40_minx45,median,20,moderate12,single667,40,45.0,12,6,0,0,0,3,1,0.3333333333333333,0.0005386471748352051
median_top40_dense4_single667,top40_minx45,median,40,dense4,single667,40,45.0,12,6,0,0,1,2,1,0.3333333333333333,0.0045135219891866045
median_top40_moderate12_single667,top40_minx45,median,40,moderate12,single667,40,45.0,12,10,0,0,0,3,1,0.3333333333333333,0.0026143391927083335
median_top80_dense4_single667,top40_minx45,median,80,dense4,single667,40,45.0,12,6,0,0,1,2,1,0.3333333333333333,0.004493494828542073
median_top80_moderate12_single667,top40_minx45,median,80,moderate12,single667,40,45.0,12,10,0,0,0,3,1,0.3333333333333333,0.0026201804478963218
mean_top20_dense4_single667,top10_minx8,mean,20,dense4,single667,10,8.0,12,10,0,0,0,2,1,0.25,0.00011163949966430664
mean_top20_moderate12_single667,top10_minx8,mean,20,moderate12,single667,10,8.0,12,12,0,0,0,3,0,0.25,0.00014062722524007162
mean_top40_dense4_single667,top10_minx8,mean,40,dense4,single667,10,8.0,12,10,0,0,0,2,1,0.25,0.00010516246159871419
mean_top40_moderate12_single667,top10_minx8,mean,40,moderate12,single667,10,8.0,12,12,0,0,0,3,0,0.25,0.00012485186258951822
mean_top80_dense4_single667,top10_minx8,mean,80,dense4,single667,10,8.0,12,10,0,0,0,2,1,0.25,0.00010401010513305664
mean_top80_moderate12_single667,top10_minx8,mean,80,moderate12,single667,10,8.0,12,12,0,0,0,3,0,0.25,0.00012868642807006836
median_top20_dense4_wide,top10_minx8,median,20,dense4,wide,10,8.0,12,5,0,0,0,3,0,0.25,0.00011877218882242839
median_top40_dense4_wide,top10_minx8,median,40,dense4,wide,10,8.0,12,5,0,0,0,3,0,0.25,0.00011094411214192708
median_top80_dense4_wide,top10_minx8,median,80,dense4,wide,10,8.0,12,5,0,0,0,3,0,0.25,0.00010442733764648438
none_top20_dense4_wide,top10_minx8,none,20,dense4,wide,10,8.0,12,7,0,0,0,2,1,0.25,0.00013150771458943686
none_top40_dense4_wide,top10_minx8,none,40,dense4,wide,10,8.0,12,7,0,0,0,2,1,0.25,0.00011986494064331055
none_top80_dense4_wide,top10_minx8,none,80,dense4,wide,10,8.0,12,7,0,0,0,2,1,0.25,0.00012030204137166341
mean_top20_distinct20_single667,top10_minx12,mean,20,distinct20,single667,10,12.0,12,12,0,0,2,1,0,0.25,9.369850158691406e-05
mean_top40_distinct20_single667,top10_minx12,mean,40,distinct20,single667,10,12.0,12,12,0,0,2,1,0,0.25,8.569161097208659e-05
mean_top80_distinct20_single667,top10_minx12,mean,80,distinct20,single667,10,12.0,12,12,0,0,2,1,0,0.25,8.626778920491536e-05
median_top20_moderate12_single667,top10_minx12,median,20,moderate12,single667,10,12.0,12,12,0,0,0,3,0,0.25,9.014209111531575e-05
median_top40_moderate12_single667,top10_minx12,median,40,moderate12,single667,10,12.0,12,12,0,0,0,3,0,0.25,8.805592854817708e-05
median_top80_moderate12_single667,top10_minx12,median,80,moderate12,single667,10,12.0,12,12,0,0,0,3,0,0.25,8.632739384969075e-05
mean_top20_distinct20_single667,top10_minx20,mean,20,distinct20,single667,10,20.0,12,12,0,0,2,1,0,0.25,8.686383565266927e-05
mean_top40_distinct20_single667,top10_minx20,mean,40,distinct20,single667,10,20.0,12,12,0,0,2,1,0,0.25,8.040666580200195e-05
mean_top80_distinct20_single667,top10_minx20,mean,80,distinct20,single667,10,20.0,12,12,0,0,2,1,0,0.25,8.080403010050456e-05
none_top20_moderate12_wide,top10_minx20,none,20,moderate12,wide,10,20.0,12,9,0,0,0,2,1,0.25,7.768472035725911e-05
none_top40_moderate12_wide,top10_minx20,none,40,moderate12,wide,10,20.0,12,9,0,0,0,2,1,0.25,7.551908493041992e-05
none_top80_moderate12_wide,top10_minx20,none,80,moderate12,wide,10,20.0,12,9,0,0,0,2,1,0.25,7.603565851847331e-05
mean_top20_moderate12_single667,top10_minx45,mean,20,moderate12,single667,10,45.0,12,5,0,0,0,3,0,0.25,7.092952728271484e-05
mean_top40_moderate12_single667,top10_minx45,mean,40,moderate12,single667,10,45.0,12,5,0,0,0,3,0,0.25,6.437301635742188e-05
mean_top80_moderate12_single667,top10_minx45,mean,80,moderate12,single667,10,45.0,12,5,0,0,0,3,0,0.25,6.492932637532552e-05
none_top20_distinct20_wide,top10_minx45,none,20,distinct20,wide,10,45.0,12,4,0,0,1,1,1,0.25,6.84658686319987e-05
none_top40_distinct20_wide,top10_minx45,none,40,distinct20,wide,10,45.0,12,4,0,0,1,1,1,0.25,6.898244222005208e-05
none_top80_distinct20_wide,top10_minx45,none,80,distinct20,wide,10,45.0,12,4,0,0,1,1,1,0.25,6.953875223795573e-05
mean_top20_moderate12_single667,top20_minx8,mean,20,moderate12,single667,20,8.0,12,12,0,0,0,3,0,0.25,0.0007993976275126139
mean_top40_moderate12_single667,top20_minx8,mean,40,moderate12,single667,20,8.0,12,12,0,0,0,3,0,0.25,0.0007282892862955729
mean_top80_moderate12_single667,top20_minx8,mean,80,moderate12,single667,20,8.0,12,12,0,0,0,3,0,0.25,0.0007421573003133138
mean_top20_distinct20_single667,top20_minx12,mean,20,distinct20,single667,20,12.0,12,12,0,0,2,1,0,0.25,0.0004742741584777832
mean_top40_distinct20_single667,top20_minx12,mean,40,distinct20,single667,20,12.0,12,12,0,0,2,1,0,0.25,0.00044767061869303387
mean_top80_distinct20_single667,top20_minx12,mean,80,distinct20,single667,20,12.0,12,12,0,0,2,1,0,0.25,0.00045430660247802734
median_top20_moderate12_single667,top20_minx12,median,20,moderate12,single667,20,12.0,12,12,0,0,0,3,0,0.25,0.0007124543190002441
median_top40_moderate12_single667,top20_minx12,median,40,moderate12,single667,20,12.0,12,12,0,0,0,3,0,0.25,0.0007094343503316244
median_top80_moderate12_single667,top20_minx12,median,80,moderate12,single667,20,12.0,12,12,0,0,0,3,0,0.25,0.0007070501645406088
none_top20_dense4_single667,top20_minx12,none,20,dense4,single667,20,12.0,12,9,0,0,0,2,1,0.25,0.000591576099395752
none_top40_dense4_single667,top20_minx12,none,40,dense4,single667,20,12.0,12,9,0,0,0,2,1,0.25,0.0005968014399210612
none_top80_dense4_single667,top20_minx12,none,80,dense4,single667,20,12.0,12,9,0,0,0,2,1,0.25,0.0005954305330912272
mean_top20_distinct20_single667,top20_minx20,mean,20,distinct20,single667,20,20.0,12,12,0,0,2,1,0,0.25,0.000450591246287028
mean_top40_distinct20_single667,top20_minx20,mean,40,distinct20,single667,20,20.0,12,12,0,0,2,1,0,0.25,0.00042361021041870117
mean_top80_distinct20_single667,top20_minx20,mean,80,distinct20,single667,20,20.0,12,12,0,0,2,1,0,0.25,0.00043306748072306317
none_top20_dense4_wide,top20_minx20,none,20,dense4,wide,20,20.0,12,5,0,0,0,1,2,0.25,0.0005962649981180826
none_top40_dense4_wide,top20_minx20,none,40,dense4,wide,20,20.0,12,5,0,0,0,1,2,0.25,0.0005831519762674967
none_top80_dense4_wide,top20_minx20,none,80,dense4,wide,20,20.0,12,5,0,0,0,1,2,0.25,0.0005800127983093262
mean_top20_moderate12_single667,top40_minx8,mean,20,moderate12,single667,40,8.0,12,12,0,0,0,3,0,0.25,0.0007977088292439779
mean_top40_moderate12_single667,top40_minx8,mean,40,moderate12,single667,40,8.0,12,12,0,0,0,3,0,0.25,0.0036879380544026694
mean_top80_moderate12_single667,top40_minx8,mean,80,moderate12,single667,40,8.0,12,12,0,0,0,3,0,0.25,0.0037585695584615073
mean_top20_distinct20_single667,top40_minx12,mean,20,distinct20,single667,40,12.0,12,12,0,0,2,1,0,0.25,0.00047343969345092773
mean_top40_distinct20_single667,top40_minx12,mean,40,distinct20,single667,40,12.0,12,12,0,0,2,1,0,0.25,0.0004673600196838379
mean_top80_distinct20_single667,top40_minx12,mean,80,distinct20,single667,40,12.0,12,12,0,0,2,1,0,0.25,0.00047343969345092773
median_top20_moderate12_single667,top40_minx12,median,20,moderate12,single667,40,12.0,12,12,0,0,0,3,0,0.25,0.0007143815358479818
median_top40_moderate12_single667,top40_minx12,median,40,moderate12,single667,40,12.0,12,12,0,0,0,3,0,0.25,0.0034636656443277993
median_top80_moderate12_single667,top40_minx12,median,80,moderate12,single667,40,12.0,12,12,0,0,0,3,0,0.25,0.003449241320292155
none_top20_dense4_single667,top40_minx12,none,20,dense4,single667,40,12.0,12,9,0,0,0,2,1,0.25,0.0005919535954793295
mean_top20_distinct20_single667,top40_minx20,mean,20,distinct20,single667,40,20.0,12,12,0,0,2,1,0,0.25,0.0004519025484720866
mean_top40_distinct20_single667,top40_minx20,mean,40,distinct20,single667,40,20.0,12,12,0,0,2,1,0,0.25,0.00044357776641845703
mean_top80_distinct20_single667,top40_minx20,mean,80,distinct20,single667,40,20.0,12,12,0,0,2,1,0,0.25,0.00045510133107503253
none_top20_dense4_wide,top40_minx20,none,20,dense4,wide,40,20.0,12,5,0,0,0,1,2,0.25,0.0005877216657002767
median_top20_dense4_baseline,top10_minx8,median,20,dense4,baseline,10,8.0,12,4,0,0,0,2,0,0.16666666666666666,0.00010172526041666667
median_top40_dense4_baseline,top10_minx8,median,40,dense4,baseline,10,8.0,12,4,0,0,0,2,0,0.16666666666666666,9.894371032714844e-05
median_top80_dense4_baseline,top10_minx8,median,80,dense4,baseline,10,8.0,12,4,0,0,0,2,0,0.16666666666666666,0.00010774532953898112
mean_top20_moderate12_single667,top10_minx12,mean,20,moderate12,single667,10,12.0,12,12,0,0,0,2,0,0.16666666666666666,9.679794311523438e-05
mean_top40_moderate12_single667,top10_minx12,mean,40,moderate12,single667,10,12.0,12,12,0,0,0,2,0,0.16666666666666666,8.594989776611328e-05
mean_top80_moderate12_single667,top10_minx12,mean,80,moderate12,single667,10,12.0,12,12,0,0,0,2,0,0.16666666666666666,8.765856424967448e-05
median_top20_moderate12_single667,top10_minx45,median,20,moderate12,single667,10,45.0,12,5,0,0,0,2,0,0.16666666666666666,6.604194641113281e-05
median_top40_moderate12_single667,top10_minx45,median,40,moderate12,single667,10,45.0,12,5,0,0,0,2,0,0.16666666666666666,6.514787673950195e-05
median_top80_moderate12_single667,top10_minx45,median,80,moderate12,single667,10,45.0,12,5,0,0,0,2,0,0.16666666666666666,6.413459777832031e-05
none_top20_moderate12_single667,top10_minx45,none,20,moderate12,single667,10,45.0,12,4,0,0,0,1,1,0.16666666666666666,7.118781407674153e-05
none_top40_moderate12_single667,top10_minx45,none,40,moderate12,single667,10,45.0,12,4,0,0,0,1,1,0.16666666666666666,6.808837254842122e-05
none_top80_moderate12_single667,top10_minx45,none,80,moderate12,single667,10,45.0,12,4,0,0,0,1,1,0.16666666666666666,6.826718648274739e-05
mean_top20_moderate12_single667,top20_minx12,mean,20,moderate12,single667,20,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.0007724364598592123
mean_top40_moderate12_single667,top20_minx12,mean,40,moderate12,single667,20,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.0007054011027018229
mean_top80_moderate12_single667,top20_minx12,mean,80,moderate12,single667,20,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.0007118384043375651
median_top20_dense4_wide,top20_minx20,median,20,dense4,wide,20,20.0,12,1,0,0,0,1,1,0.16666666666666666,0.0005234281222025553
median_top40_dense4_wide,top20_minx20,median,40,dense4,wide,20,20.0,12,1,0,0,0,1,1,0.16666666666666666,0.0005172292391459147
median_top80_dense4_wide,top20_minx20,median,80,dense4,wide,20,20.0,12,1,0,0,0,1,1,0.16666666666666666,0.0005158782005310059
mean_top20_moderate12_single667,top40_minx12,mean,20,moderate12,single667,40,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.000767827033996582
mean_top40_moderate12_single667,top40_minx12,mean,40,moderate12,single667,40,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.003576497236887614
mean_top80_moderate12_single667,top40_minx12,mean,80,moderate12,single667,40,12.0,12,12,0,0,0,2,0,0.16666666666666666,0.003647148609161377
median_top20_dense4_wide,top40_minx20,median,20,dense4,wide,40,20.0,12,1,0,0,0,1,1,0.16666666666666666,0.0005228718121846517
median_top20_dense4_wide,top10_minx12,median,20,dense4,wide,10,12.0,12,1,0,0,0,1,0,0.08333333333333333,6.409486134847005e-05
median_top40_dense4_wide,top10_minx12,median,40,dense4,wide,10,12.0,12,1,0,0,0,1,0,0.08333333333333333,6.186962127685547e-05
median_top80_dense4_wide,top10_minx12,median,80,dense4,wide,10,12.0,12,1,0,0,0,1,0,0.08333333333333333,6.16312026977539e-05
mean_top20_distinct20_wide,top10_minx45,mean,20,distinct20,wide,10,45.0,12,2,0,0,1,0,0,0.08333333333333333,6.304184595743816e-05
mean_top40_distinct20_wide,top10_minx45,mean,40,distinct20,wide,10,45.0,12,2,0,0,1,0,0,0.08333333333333333,6.256500879923503e-05
mean_top80_distinct20_wide,top10_minx45,mean,80,distinct20,wide,10,45.0,12,2,0,0,1,0,0,0.08333333333333333,6.375710169474284e-05
mean_top20_dense4_baseline,top10_minx12,mean,20,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,6.794929504394531e-05
mean_top20_dense4_single667,top10_minx12,mean,20,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,7.085005442301433e-05
mean_top20_dense4_wide,top10_minx12,mean,20,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,6.747245788574219e-05
mean_top40_dense4_baseline,top10_minx12,mean,40,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,6.125370661417644e-05
mean_top40_dense4_single667,top10_minx12,mean,40,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.381670633951823e-05
mean_top40_dense4_wide,top10_minx12,mean,40,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,6.0657660166422524e-05
mean_top80_dense4_baseline,top10_minx12,mean,80,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,6.143252054850261e-05
mean_top80_dense4_single667,top10_minx12,mean,80,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.42538070678711e-05
mean_top80_dense4_wide,top10_minx12,mean,80,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,6.1492125193278e-05
median_top20_dense4_baseline,top10_minx12,median,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.010135014851888e-05
median_top20_dense4_single667,top10_minx12,median,20,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.393591562906901e-05
median_top40_dense4_baseline,top10_minx12,median,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.9326489766438804e-05
median_top40_dense4_single667,top10_minx12,median,40,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.236632664998372e-05
median_top80_dense4_baseline,top10_minx12,median,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.0399373372395836e-05
median_top80_dense4_single667,top10_minx12,median,80,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.320079167683919e-05
none_top20_dense4_baseline,top10_minx12,none,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.88632329305013e-05
none_top20_dense4_single667,top10_minx12,none,20,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,7.2936216990153e-05
none_top20_dense4_wide,top10_minx12,none,20,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,7.261832555135091e-05
none_top40_dense4_baseline,top10_minx12,none,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.383657455444336e-05
none_top40_dense4_single667,top10_minx12,none,40,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,6.649891535441081e-05
none_top40_dense4_wide,top10_minx12,none,40,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,7.069110870361328e-05
none_top80_dense4_baseline,top10_minx12,none,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.459156672159831e-05
none_top80_dense4_single667,top10_minx12,none,80,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,6.622076034545898e-05
none_top80_dense4_wide,top10_minx12,none,80,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.999572118123372e-05
mean_top20_dense4_baseline,top10_minx20,mean,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,6.409486134847005e-05
mean_top20_dense4_single667,top10_minx20,mean,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,6.516774495442708e-05
mean_top20_dense4_wide,top10_minx20,mean,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,6.383657455444336e-05
mean_top40_dense4_baseline,top10_minx20,mean,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.777676900227865e-05
mean_top40_dense4_single667,top10_minx20,mean,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.863110224405924e-05
mean_top40_dense4_wide,top10_minx20,mean,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7597955067952476e-05
mean_top80_dense4_baseline,top10_minx20,mean,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
mean_top80_dense4_single667,top10_minx20,mean,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.821386973063151e-05
mean_top80_dense4_wide,top10_minx20,mean,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.811452865600586e-05
median_top20_dense4_baseline,top10_minx20,median,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.8432420094807945e-05
median_top20_dense4_single667,top10_minx20,median,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.97834587097168e-05
median_top20_dense4_wide,top10_minx20,median,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.9763590494791664e-05
median_top40_dense4_baseline,top10_minx20,median,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.714098612467448e-05
median_top40_dense4_single667,top10_minx20,median,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.771716435750326e-05
median_top40_dense4_wide,top10_minx20,median,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.902846654256185e-05
median_top80_dense4_baseline,top10_minx20,median,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7637691497802734e-05
median_top80_dense4_single667,top10_minx20,median,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.879004796346029e-05
median_top80_dense4_wide,top10_minx20,median,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.845228830973307e-05
none_top20_dense4_baseline,top10_minx20,none,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,6.427367528279622e-05
none_top20_dense4_single667,top10_minx20,none,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,6.586313247680664e-05
none_top20_dense4_wide,top10_minx20,none,20,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,6.771087646484375e-05
none_top40_dense4_baseline,top10_minx20,none,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,6.240606307983398e-05
none_top40_dense4_single667,top10_minx20,none,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,6.240606307983398e-05
none_top40_dense4_wide,top10_minx20,none,40,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,6.538629531860352e-05
none_top80_dense4_baseline,top10_minx20,none,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,6.602207819620769e-05
none_top80_dense4_single667,top10_minx20,none,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,6.308158238728841e-05
none_top80_dense4_wide,top10_minx20,none,80,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,6.63002332051595e-05
mean_top20_dense4_baseline,top10_minx45,mean,20,dense4,baseline,10,45.0,12,0,0,0,0,0,0,0.0,6.250540415445964e-05
mean_top20_dense4_single667,top10_minx45,mean,20,dense4,single667,10,45.0,12,0,0,0,0,0,0,0.0,6.280342737833659e-05
mean_top20_dense4_wide,top10_minx45,mean,20,dense4,wide,10,45.0,12,0,0,0,0,0,0,0.0,6.272395451863606e-05
mean_top20_moderate12_baseline,top10_minx45,mean,20,moderate12,baseline,10,45.0,12,0,0,0,0,0,0,0.0,6.637970606486003e-05
mean_top20_moderate12_wide,top10_minx45,mean,20,moderate12,wide,10,45.0,12,0,0,0,0,0,0,0.0,6.558497746785481e-05
mean_top40_dense4_baseline,top10_minx45,mean,40,dense4,baseline,10,45.0,12,0,0,0,0,0,0,0.0,5.694230397542318e-05
mean_top40_dense4_single667,top10_minx45,mean,40,dense4,single667,10,45.0,12,0,0,0,0,0,0,0.0,5.728006362915039e-05
mean_top40_dense4_wide,top10_minx45,mean,40,dense4,wide,10,45.0,12,0,0,0,0,0,0,0.0,5.698204040527344e-05
mean_top40_moderate12_baseline,top10_minx45,mean,40,moderate12,baseline,10,45.0,12,0,0,0,0,0,0,0.0,5.9723854064941406e-05
mean_top40_moderate12_wide,top10_minx45,mean,40,moderate12,wide,10,45.0,12,0,0,0,0,0,0,0.0,5.795558293660482e-05
mean_top80_dense4_baseline,top10_minx45,mean,80,dense4,baseline,10,45.0,12,0,0,0,0,0,0,0.0,5.688269933064779e-05
mean_top80_dense4_single667,top10_minx45,mean,80,dense4,single667,10,45.0,12,0,0,0,0,0,0,0.0,5.728006362915039e-05
