selector_label,case_count,all_truth_case_count,target0_hit_count,target1_hit_count,target2_hit_count,mean_unique_truth_hit_count,dominant_failure_label,rank_sum_weight,max_rank_weight,span_width_bonus,span_target_mm,span_target_weight,center_weight,gap_imbalance_weight,z_std_weight
span_target80_w1_rank_medium_center0.06_gap0,12,0,3,1,0,0.3333333333333333,no_truth,0.45,0.9,0.0,80.0,1.0,0.06,0.0,0.02
span_target80_w1_rank_medium_center0_gap0,12,0,3,1,0,0.3333333333333333,no_truth,0.45,0.9,0.0,80.0,1.0,0.0,0.0,0.02
span_target100_w0.5_rank_medium_center0.06_gap0,12,0,2,1,1,0.3333333333333333,no_truth,0.45,0.9,0.0,100.0,0.5,0.06,0.0,0.02
span_target100_w0.5_rank_medium_center0_gap0.06,12,0,2,1,1,0.3333333333333333,no_truth,0.45,0.9,0.0,100.0,0.5,0.0,0.06,0.02
span_target90_w0.5_rank_medium_center0.06_gap0,12,0,2,1,1,0.3333333333333333,no_truth,0.45,0.9,0.0,90.0,0.5,0.06,0.0,0.02
span_target90_w0.5_rank_medium_center0.06_gap0.06,12,0,2,1,1,0.3333333333333333,no_truth,0.45,0.9,0.0,90.0,0.5,0.06,0.06,0.02
span_target90_w0.5_rank_medium_center0_gap0.06,12,0,2,1,1,0.3333333333333333,no_truth,0.45,0.9,0.0,90.0,0.5,0.0,0.06,0.02
span_target75_w0.5_rank_medium_center0.06_gap0,12,0,2,2,0,0.3333333333333333,no_truth,0.45,0.9,0.0,75.0,0.5,0.06,0.0,0.02
span_target75_w0.5_rank_medium_center0_gap0.06,12,0,2,2,0,0.3333333333333333,no_truth,0.45,0.9,0.0,75.0,0.5,0.0,0.06,0.02
span_target100_w2_rank_lite_center0_gap0.06,12,0,1,3,0,0.3333333333333333,no_truth,0.2,0.4,0.0,100.0,2.0,0.0,0.06,0.02
span_target100_w0.5_rank_medium_center0_gap0,12,0,2,0,1,0.25,no_truth,0.45,0.9,0.0,100.0,0.5,0.0,0.0,0.02
span_target90_w0.5_rank_medium_center0_gap0,12,0,2,0,1,0.25,no_truth,0.45,0.9,0.0,90.0,0.5,0.0,0.0,0.02
span_target75_w0.5_rank_medium_center0_gap0,12,0,2,1,0,0.25,no_truth,0.45,0.9,0.0,75.0,0.5,0.0,0.0,0.02
