run_number,run_dir,summary_path,status,reason,figure_path,context_summary_path,figure_notes_path,width_px,height_px,unique_colors,nonwhite_fraction
970,outputs/experiments/970_coordinate_optimizer_variable_depth_radius_seed832040_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/970_coordinate_optimizer_variable_depth_radius_seed832040_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/970_coordinate_optimizer_variable_depth_radius_seed832040_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/970_coordinate_optimizer_variable_depth_radius_seed832040_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/970_coordinate_optimizer_variable_depth_radius_seed832040_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6333,0.11748740052510086
969,outputs/experiments/969_coordinate_optimizer_variable_depth_radius_seed832040_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/969_coordinate_optimizer_variable_depth_radius_seed832040_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/969_coordinate_optimizer_variable_depth_radius_seed832040_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/969_coordinate_optimizer_variable_depth_radius_seed832040_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/969_coordinate_optimizer_variable_depth_radius_seed832040_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6333,0.11749993575693685
968,outputs/experiments/968_coordinate_optimizer_variable_depth_radius_seed832040_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/968_coordinate_optimizer_variable_depth_radius_seed832040_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/968_coordinate_optimizer_variable_depth_radius_seed832040_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/968_coordinate_optimizer_variable_depth_radius_seed832040_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/968_coordinate_optimizer_variable_depth_radius_seed832040_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6333,0.11760930565470576
967,outputs/experiments/967_seed514229_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
966,outputs/experiments/966_coordinate_optimizer_variable_depth_radius_seed514229_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/966_coordinate_optimizer_variable_depth_radius_seed514229_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/966_coordinate_optimizer_variable_depth_radius_seed514229_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/966_coordinate_optimizer_variable_depth_radius_seed514229_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/966_coordinate_optimizer_variable_depth_radius_seed514229_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6418,0.11489448781982861
965,outputs/experiments/965_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources9_txrx60_ringdown050_objectives,outputs/experiments/965_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/965_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/965_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/965_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6418,0.11488759344231882
964,outputs/experiments/964_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/964_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/964_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/964_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/964_coordinate_optimizer_variable_depth_radius_seed514229_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6418,0.11491235052519487
963,outputs/experiments/963_coordinate_optimizer_variable_depth_radius_seed514229_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/963_coordinate_optimizer_variable_depth_radius_seed514229_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/963_coordinate_optimizer_variable_depth_radius_seed514229_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/963_coordinate_optimizer_variable_depth_radius_seed514229_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/963_coordinate_optimizer_variable_depth_radius_seed514229_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6418,0.11501294576067861
962,outputs/experiments/962_seed317811_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
961,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6313,0.11589855988989052
960,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6313,0.11592864444629687
959,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6313,0.1159164225952568
958,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6313,0.11607123270843113
957,outputs/experiments/957_seed196418_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
956,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6444,0.1227760148367004
955,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6444,0.1227782085022717
954,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6444,0.12279513106525027
953,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6444,0.1228935326351627
952,outputs/experiments/952_seed121393_ringdown050_target0_unresolved_source_density_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
951,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6516,0.11924201960134202
950,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6516,0.11918247725012113
949,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6516,0.11927179077695248
948,outputs/experiments/948_seed75025_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
947,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6350,0.11703111808627123
946,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6350,0.11707029068575867
945,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6350,0.1170489807916375
944,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6350,0.11715020278871302
943,outputs/experiments/943_seed46368_ringdown050_target_specific_8_5_5_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
942,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6348,0.12243380300757817
941,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6348,0.12244571147782235
940,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6348,0.12256103561071337
939,outputs/experiments/939_seed28657_ringdown050_target_specific_8_5_5_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
938,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6329,0.11440185320867463
937,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6329,0.11441376167891881
936,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6329,0.11452281819589183
935,outputs/experiments/935_seed17711_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
934,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6617,0.12030030654909454
933,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6617,0.12031127487695104
932,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6617,0.12034010591017379
931,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6617,0.1203930672646808
930,outputs/experiments/930_seed10946_ringdown050_target_specific_rescue_summary,,skipped,no compatible coordinate optimizer summary,,,,,,,
929,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6732,0.11507060782712411
928,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,generated,missing pulse/noise artifacts,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md,2314,1379,6732,0.11508032263179699
