run_number,run_dir,status,reason,inventory_path,figure_notes_path,animation_count,total_frames,animations
962,outputs/experiments/962_seed317811_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
961,outputs/experiments/961_coordinate_optimizer_variable_depth_radius_seed317811_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
960,outputs/experiments/960_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
959,outputs/experiments/959_coordinate_optimizer_variable_depth_radius_seed317811_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
958,outputs/experiments/958_coordinate_optimizer_variable_depth_radius_seed317811_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
957,outputs/experiments/957_seed196418_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
956,outputs/experiments/956_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
955,outputs/experiments/955_coordinate_optimizer_variable_depth_radius_seed196418_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
954,outputs/experiments/954_coordinate_optimizer_variable_depth_radius_seed196418_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
953,outputs/experiments/953_coordinate_optimizer_variable_depth_radius_seed196418_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
952,outputs/experiments/952_seed121393_ringdown050_target0_unresolved_source_density_summary,skipped,no existing true wavefield GIF,,,0,0,
951,outputs/experiments/951_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources11_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
950,outputs/experiments/950_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
949,outputs/experiments/949_coordinate_optimizer_variable_depth_radius_seed121393_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
948,outputs/experiments/948_seed75025_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
947,outputs/experiments/947_coordinate_optimizer_variable_depth_radius_seed75025_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
946,outputs/experiments/946_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
945,outputs/experiments/945_coordinate_optimizer_variable_depth_radius_seed75025_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
944,outputs/experiments/944_coordinate_optimizer_variable_depth_radius_seed75025_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
943,outputs/experiments/943_seed46368_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
942,outputs/experiments/942_coordinate_optimizer_variable_depth_radius_seed46368_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
941,outputs/experiments/941_coordinate_optimizer_variable_depth_radius_seed46368_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
940,outputs/experiments/940_coordinate_optimizer_variable_depth_radius_seed46368_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
939,outputs/experiments/939_seed28657_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
938,outputs/experiments/938_coordinate_optimizer_variable_depth_radius_seed28657_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
937,outputs/experiments/937_coordinate_optimizer_variable_depth_radius_seed28657_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
936,outputs/experiments/936_coordinate_optimizer_variable_depth_radius_seed28657_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
935,outputs/experiments/935_seed17711_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
934,outputs/experiments/934_coordinate_optimizer_variable_depth_radius_seed17711_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
933,outputs/experiments/933_coordinate_optimizer_variable_depth_radius_seed17711_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
932,outputs/experiments/932_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
931,outputs/experiments/931_coordinate_optimizer_variable_depth_radius_seed17711_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
930,outputs/experiments/930_seed10946_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
929,outputs/experiments/929_coordinate_optimizer_variable_depth_radius_seed10946_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
928,outputs/experiments/928_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
927,outputs/experiments/927_coordinate_optimizer_variable_depth_radius_seed10946_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
926,outputs/experiments/926_coordinate_optimizer_variable_depth_radius_seed10946_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
925,outputs/experiments/925_coordinate_optimizer_variable_depth_radius_seed10946_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
924,outputs/experiments/924_seed6765_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
923,outputs/experiments/923_coordinate_optimizer_variable_depth_radius_seed6765_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
922,outputs/experiments/922_coordinate_optimizer_variable_depth_radius_seed6765_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
921,outputs/experiments/921_coordinate_optimizer_variable_depth_radius_seed6765_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
920,outputs/experiments/920_coordinate_optimizer_variable_depth_radius_seed6765_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
919,outputs/experiments/919_coordinate_optimizer_variable_depth_radius_seed6765_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
918,outputs/experiments/918_seed4181_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
917,outputs/experiments/917_coordinate_optimizer_variable_depth_radius_seed4181_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
916,outputs/experiments/916_coordinate_optimizer_variable_depth_radius_seed4181_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
915,outputs/experiments/915_coordinate_optimizer_variable_depth_radius_seed4181_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
914,outputs/experiments/914_seed2584_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
913,outputs/experiments/913_coordinate_optimizer_variable_depth_radius_seed2584_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
912,outputs/experiments/912_coordinate_optimizer_variable_depth_radius_seed2584_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
911,outputs/experiments/911_coordinate_optimizer_variable_depth_radius_seed2584_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
910,outputs/experiments/910_coordinate_optimizer_variable_depth_radius_seed2584_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
909,outputs/experiments/909_seed1597_ringdown050_target_specific_rescue_summary,skipped,no existing true wavefield GIF,,,0,0,
908,outputs/experiments/908_coordinate_optimizer_variable_depth_radius_seed1597_target1_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
907,outputs/experiments/907_coordinate_optimizer_variable_depth_radius_seed1597_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
906,outputs/experiments/906_coordinate_optimizer_variable_depth_radius_seed1597_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
905,outputs/experiments/905_coordinate_optimizer_variable_depth_radius_seed1597_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
904,outputs/experiments/904_seed987_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
903,outputs/experiments/903_coordinate_optimizer_variable_depth_radius_seed987_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
902,outputs/experiments/902_coordinate_optimizer_variable_depth_radius_seed987_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
901,outputs/experiments/901_seed610_ringdown050_unresolved_branch_summary,skipped,no existing true wavefield GIF,,,0,0,
900,outputs/experiments/900_coordinate_optimizer_variable_depth_radius_seed987_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
899,outputs/experiments/899_coordinate_optimizer_variable_depth_radius_seed610_target1_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
898,outputs/experiments/898_coordinate_optimizer_variable_depth_radius_seed610_target1_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
897,outputs/experiments/897_coordinate_optimizer_variable_depth_radius_seed610_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
896,outputs/experiments/896_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
895,outputs/experiments/895_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
894,outputs/experiments/894_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown040_objectives,skipped,no existing true wavefield GIF,,,0,0,
893,outputs/experiments/893_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
892,outputs/experiments/892_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown0475_objectives,skipped,no existing true wavefield GIF,,,0,0,
891,outputs/experiments/891_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown049453125_objectives,skipped,no existing true wavefield GIF,,,0,0,
890,outputs/experiments/890_coordinate_optimizer_variable_depth_radius_seed610_target2_sources11_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
889,outputs/experiments/889_coordinate_optimizer_variable_depth_radius_seed610_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
888,outputs/experiments/888_coordinate_optimizer_variable_depth_radius_seed610_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
887,outputs/experiments/887_coordinate_optimizer_variable_depth_radius_seed610_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
886,outputs/experiments/886_seed377_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
885,outputs/experiments/885_coordinate_optimizer_variable_depth_radius_seed377_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
884,outputs/experiments/884_coordinate_optimizer_variable_depth_radius_seed377_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
883,outputs/experiments/883_coordinate_optimizer_variable_depth_radius_seed377_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
882,outputs/experiments/882_seed233_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
881,outputs/experiments/881_coordinate_optimizer_variable_depth_radius_seed233_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
880,outputs/experiments/880_coordinate_optimizer_variable_depth_radius_seed233_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
879,outputs/experiments/879_cross_seed_ringdown050_target_specific_policy_synthesis_v2,skipped,no existing true wavefield GIF,,,0,0,
878,outputs/experiments/878_coordinate_optimizer_variable_depth_radius_seed233_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
877,outputs/experiments/877_seed144_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
876,outputs/experiments/876_coordinate_optimizer_variable_depth_radius_seed144_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
875,outputs/experiments/875_coordinate_optimizer_variable_depth_radius_seed144_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
874,outputs/experiments/874_seed55_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
873,outputs/experiments/873_coordinate_optimizer_variable_depth_radius_seed144_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
872,outputs/experiments/872_coordinate_optimizer_variable_depth_radius_seed55_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
871,outputs/experiments/871_coordinate_optimizer_variable_depth_radius_seed55_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
870,outputs/experiments/870_coordinate_optimizer_variable_depth_radius_seed55_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
869,outputs/experiments/869_coordinate_optimizer_variable_depth_radius_seed89_target2_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
868,outputs/experiments/868_coordinate_optimizer_variable_depth_radius_seed89_target2_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
867,outputs/experiments/867_coordinate_optimizer_variable_depth_radius_seed34_target2_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
866,outputs/experiments/866_coordinate_optimizer_variable_depth_radius_seed34_target2_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
865,outputs/experiments/865_cross_seed_ringdown050_target_specific_policy_synthesis,skipped,no existing true wavefield GIF,,,0,0,
864,outputs/experiments/864_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown049453125_objectives,skipped,no existing true wavefield GIF,,,0,0,
863,outputs/experiments/863_seed34_ringdown050_target_specific_8_5_9_summary,skipped,no existing true wavefield GIF,,,0,0,
862,outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
861,outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
860,outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
859,outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
858,outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
857,outputs/experiments/857_seed21_target0_ringdown_threshold_summary,skipped,no existing true wavefield GIF,,,0,0,
856,outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives,skipped,no existing true wavefield GIF,,,0,0,
855,outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives,skipped,no existing true wavefield GIF,,,0,0,
854,outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives,skipped,no existing true wavefield GIF,,,0,0,
853,outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives,skipped,no existing true wavefield GIF,,,0,0,
852,outputs/experiments/852_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0496875_objectives,skipped,no existing true wavefield GIF,,,0,0,
851,outputs/experiments/851_seed21_ringdown049375_target_specific_8_5_9_summary,skipped,no existing true wavefield GIF,,,0,0,
850,outputs/experiments/850_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown049375_objectives,skipped,no existing true wavefield GIF,,,0,0,
849,outputs/experiments/849_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049375_objectives,skipped,no existing true wavefield GIF,,,0,0,
848,outputs/experiments/848_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0475_objectives,skipped,no existing true wavefield GIF,,,0,0,
847,outputs/experiments/847_coordinate_optimizer_variable_depth_radius_seed21_target0_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
846,outputs/experiments/846_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
845,outputs/experiments/845_seed89_ringdown050_target_specific_8_5_9_summary,skipped,no existing true wavefield GIF,,,0,0,
844,outputs/experiments/844_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
843,outputs/experiments/843_coordinate_optimizer_variable_depth_radius_seed89_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
842,outputs/experiments/842_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
841,outputs/experiments/841_seed13_ringdown050_target_specific_8_5_5_summary,skipped,no existing true wavefield GIF,,,0,0,
840,outputs/experiments/840_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
839,outputs/experiments/839_coordinate_optimizer_variable_depth_radius_seed13_target0_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
838,outputs/experiments/838_coordinate_optimizer_variable_depth_radius_seed13_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
837,outputs/experiments/837_three_seed_target1_5source_ringdown050_transfer_summary,skipped,no existing true wavefield GIF,,,0,0,
836,outputs/experiments/836_coordinate_optimizer_variable_depth_radius_seed21_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
835,outputs/experiments/835_coordinate_optimizer_variable_depth_radius_seed89_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
834,outputs/experiments/834_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
833,outputs/experiments/833_seed13_target1_5source_acquisition_boundary_summary,skipped,no existing true wavefield GIF,,,0,0,
832,outputs/experiments/832_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0475_objectives,skipped,no existing true wavefield GIF,,,0,0,
831,outputs/experiments/831_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown046875_objectives,skipped,no existing true wavefield GIF,,,0,0,
830,outputs/experiments/830_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown04625_objectives,skipped,no existing true wavefield GIF,,,0,0,
829,outputs/experiments/829_coordinate_optimizer_variable_depth_radius_seed13_target1_sources5_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
828,outputs/experiments/828_three_seed_alltargets_ringdown0459375_transfer_summary,skipped,no existing true wavefield GIF,,,0,0,
827,outputs/experiments/827_seed21_alltargets_ringdown0459375_transfer_summary,skipped,no existing true wavefield GIF,,,0,0,
826,outputs/experiments/826_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
825,outputs/experiments/825_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
824,outputs/experiments/824_seed89_alltargets_ringdown0459375_transfer_summary,skipped,no existing true wavefield GIF,,,0,0,
823,outputs/experiments/823_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
822,outputs/experiments/822_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
821,outputs/experiments/821_target1_three_seed_ringdown0459375_transfer_summary,skipped,no existing true wavefield GIF,,,0,0,
820,outputs/experiments/820_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
819,outputs/experiments/819_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
818,outputs/experiments/818_seed13_alltargets_ringdown0459375_policy_summary,skipped,no existing true wavefield GIF,,,0,0,
817,outputs/experiments/817_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
816,outputs/experiments/816_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
815,outputs/experiments/815_stronger_ringdown_seed13_target1_threshold_summary,skipped,no existing true wavefield GIF,,,0,0,
814,outputs/experiments/814_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0459375_objectives,skipped,no existing true wavefield GIF,,,0,0,
813,outputs/experiments/813_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045625_objectives,skipped,no existing true wavefield GIF,,,0,0,
812,outputs/experiments/812_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown04625_objectives,skipped,no existing true wavefield GIF,,,0,0,
811,outputs/experiments/811_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown0475_objectives,skipped,no existing true wavefield GIF,,,0,0,
810,outputs/experiments/810_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
809,outputs/experiments/809_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown045_objectives,skipped,no existing true wavefield GIF,,,0,0,
808,outputs/experiments/808_three_seed_target_specific_txrx60_ringdown035_policy_summary,skipped,no existing true wavefield GIF,,,0,0,
807,outputs/experiments/807_coordinate_optimizer_variable_depth_radius_seed13_target2_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
806,outputs/experiments/806_coordinate_optimizer_variable_depth_radius_seed13_target1_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
805,outputs/experiments/805_coordinate_optimizer_variable_depth_radius_seed13_target0_sources8_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
804,outputs/experiments/804_coordinate_optimizer_variable_depth_radius_seed21_target2_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
803,outputs/experiments/803_coordinate_optimizer_variable_depth_radius_seed21_target1_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
802,outputs/experiments/802_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
801,outputs/experiments/801_coordinate_optimizer_variable_depth_radius_seed89_alltargets_union15_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
800,outputs/experiments/800_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60p5_linear_receiver_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
799,outputs/experiments/799_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_linear_receiver_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
798,outputs/experiments/798_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
797,outputs/experiments/797_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
796,outputs/experiments/796_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
795,outputs/experiments/795_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
794,outputs/experiments/794_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
793,outputs/experiments/793_coordinate_optimizer_variable_depth_radius_seed89_target1_custom_widecenter_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
792,outputs/experiments/792_coordinate_optimizer_variable_depth_radius_seed89_target1_custom8pluscenter_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
791,outputs/experiments/791_coordinate_optimizer_variable_depth_radius_seed89_target2_sources8_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
790,outputs/experiments/790_coordinate_optimizer_variable_depth_radius_seed89_target1_sources8_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
789,outputs/experiments/789_coordinate_optimizer_variable_depth_radius_seed89_target0_sources8_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
788,outputs/experiments/788_coordinate_optimizer_variable_depth_radius_seed89_target0_sources9_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
787,outputs/experiments/787_coordinate_optimizer_variable_depth_radius_seed89_target2_sources9_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
786,outputs/experiments/786_coordinate_optimizer_variable_depth_radius_seed89_target1_sources9_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
785,outputs/experiments/785_coordinate_optimizer_variable_depth_radius_seed89_target1_sources7_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
784,outputs/experiments/784_coordinate_optimizer_variable_depth_radius_seed89_target0_sources7_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
783,outputs/experiments/783_coordinate_optimizer_variable_depth_radius_seed89_target2_sources7_txrx60_ringdown025_objectives,skipped,no existing true wavefield GIF,,,0,0,
782,outputs/experiments/782_coordinate_optimizer_variable_depth_radius_seed89_target2_sources7_txrx50p3125_linear_receiver_ringdown035_objectives,skipped,no existing true wavefield GIF,,,0,0,
