run_number,run_dir,status,reason,inventory_path,figure_notes_path,animation_count,total_frames,animations
1106,outputs/experiments/1106_coordinate_optimizer_variable_depth_radius_seed86267571272_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1105,outputs/experiments/1105_coordinate_optimizer_variable_depth_radius_seed53316291173_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1104,outputs/experiments/1104_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources11_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1103,outputs/experiments/1103_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1102,outputs/experiments/1102_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1101,outputs/experiments/1101_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1100,outputs/experiments/1100_coordinate_optimizer_variable_depth_radius_seed53316291173_target0_sources8_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1099,outputs/experiments/1099_coordinate_optimizer_variable_depth_radius_seed32951280099_target1_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1098,outputs/experiments/1098_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources9_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1097,outputs/experiments/1097_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources7_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
1096,outputs/experiments/1096_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources5_txrx60_ringdown050_objectives,skipped,no existing true wavefield GIF,,,0,0,
