velocity_m_per_ns,time_zero_ns,epsr,profile_score,mean_support_fraction,valid_cue_count,file
0.082,-0.025,13.366376840226318,2.7994697747025987,1.0,3,PROJECT001C__014.DZT
0.082,-0.020000000000000004,13.366376840226318,2.79492652117041,1.0,3,PROJECT001C__014.DZT
0.082,-0.015,13.366376840226318,2.790330608538271,1.0,3,PROJECT001C__014.DZT
0.082,-0.010000000000000002,13.366376840226318,2.7856615955645814,1.0,3,PROJECT001C__014.DZT
0.082,-0.0050000000000000044,13.366376840226318,2.7811755610614455,1.0,3,PROJECT001C__014.DZT
0.082,0.0,13.366376840226318,2.7764281928558816,1.0,3,PROJECT001C__014.DZT
0.082,0.0049999999999999975,13.366376840226318,2.771806696316936,1.0,3,PROJECT001C__014.DZT
0.082,0.009999999999999995,13.366376840226318,2.7673521792300217,1.0,3,PROJECT001C__014.DZT
0.082,0.015,13.366376840226318,2.7630584268967464,1.0,3,PROJECT001C__014.DZT
0.082,0.020000000000000004,13.366376840226318,2.758847037611126,1.0,3,PROJECT001C__014.DZT
0.082,0.024999999999999994,13.366376840226318,2.7550122210311856,1.0,3,PROJECT001C__014.DZT
0.082,0.03,13.366376840226318,2.7511015421196343,1.0,3,PROJECT001C__014.DZT
0.082,0.035,13.366376840226318,2.747409938469916,1.0,3,PROJECT001C__014.DZT
0.082,0.039999999999999994,13.366376840226318,2.743664421030799,1.0,3,PROJECT001C__014.DZT
0.082,0.045,13.366376840226318,2.739710378837193,1.0,3,PROJECT001C__014.DZT
0.082,0.05,13.366376840226318,2.735652059585353,1.0,3,PROJECT001C__014.DZT
0.082,0.05499999999999999,13.366376840226318,2.731267705965488,1.0,3,PROJECT001C__014.DZT
0.082,0.06,13.366376840226318,2.726414271340524,1.0,3,PROJECT001C__014.DZT
0.082,0.065,13.366376840226318,2.7213282498164038,1.0,3,PROJECT001C__014.DZT
0.082,0.06999999999999999,13.366376840226318,2.7160591706587276,1.0,3,PROJECT001C__014.DZT
0.082,0.075,13.366376840226318,2.710693189424884,1.0,3,PROJECT001C__014.DZT
0.082,0.08,13.366376840226318,2.7054956746554697,1.0,3,PROJECT001C__014.DZT
0.082,0.085,13.366376840226318,2.700242635242049,1.0,3,PROJECT001C__014.DZT
0.082,0.09000000000000001,13.366376840226318,2.69516295492393,1.0,3,PROJECT001C__014.DZT
0.082,0.09499999999999999,13.366376840226318,2.690082591619452,1.0,3,PROJECT001C__014.DZT
0.082,0.09999999999999999,13.366376840226318,2.685040973871811,1.0,3,PROJECT001C__014.DZT
0.082,0.105,13.366376840226318,2.6800850012680493,1.0,3,PROJECT001C__014.DZT
0.082,0.11,13.366376840226318,2.6752626725926802,1.0,3,PROJECT001C__014.DZT
0.082,0.115,13.366376840226318,2.670464330953614,1.0,3,PROJECT001C__014.DZT
0.082,0.12000000000000001,13.366376840226318,2.6659219997605326,1.0,3,PROJECT001C__014.DZT
0.082,0.125,13.366376840226318,2.661478839018761,1.0,3,PROJECT001C__014.DZT
0.082,0.13,13.366376840226318,2.6572965413798815,1.0,3,PROJECT001C__014.DZT
0.082,0.135,13.366376840226318,2.653198799954047,1.0,3,PROJECT001C__014.DZT
0.082,0.14,13.366376840226318,2.649077714120224,1.0,3,PROJECT001C__014.DZT
0.082,0.14500000000000002,13.366376840226318,2.6446267633515466,1.0,3,PROJECT001C__014.DZT
0.082,0.15000000000000002,13.366376840226318,2.640097659398844,1.0,3,PROJECT001C__014.DZT
0.082,0.15500000000000003,13.366376840226318,2.635138703276919,1.0,3,PROJECT001C__014.DZT
0.082,0.15999999999999998,13.366376840226318,2.6295853380481593,1.0,3,PROJECT001C__014.DZT
0.082,0.16499999999999998,13.366376840226318,2.623904701608524,1.0,3,PROJECT001C__014.DZT
0.082,0.16999999999999998,13.366376840226318,2.6175972116318924,1.0,3,PROJECT001C__014.DZT
0.082,0.175,13.366376840226318,2.6112731924604833,1.0,3,PROJECT001C__014.DZT
0.082,0.18,13.366376840226318,2.6049391590759186,1.0,3,PROJECT001C__014.DZT
0.082,0.185,13.366376840226318,2.5985130707324706,1.0,3,PROJECT001C__014.DZT
0.082,0.19,13.366376840226318,2.5920483734311275,1.0,3,PROJECT001C__014.DZT
0.082,0.195,13.366376840226318,2.585516586692395,1.0,3,PROJECT001C__014.DZT
0.082,0.2,13.366376840226318,2.578782008393729,1.0,3,PROJECT001C__014.DZT
0.082,0.20500000000000002,13.366376840226318,2.5719770190938114,1.0,3,PROJECT001C__014.DZT
0.082,0.21000000000000002,13.366376840226318,2.5649213008170735,1.0,3,PROJECT001C__014.DZT
0.082,0.21500000000000002,13.366376840226318,2.5577727037938174,1.0,3,PROJECT001C__014.DZT
0.082,0.22000000000000003,13.366376840226318,2.550529435986834,1.0,3,PROJECT001C__014.DZT
0.082,0.22500000000000003,13.366376840226318,2.543376776997509,1.0,3,PROJECT001C__014.DZT
0.082,0.23000000000000004,13.366376840226318,2.535998684553293,1.0,3,PROJECT001C__014.DZT
0.082,0.23500000000000004,13.366376840226318,2.5288735716422006,1.0,3,PROJECT001C__014.DZT
0.082,0.24,13.366376840226318,2.521723188994477,1.0,3,PROJECT001C__014.DZT
0.082,0.245,13.366376840226318,2.5144136342690673,1.0,3,PROJECT001C__014.DZT
0.082,0.25,13.366376840226318,2.506873300489064,1.0,3,PROJECT001C__014.DZT
0.084,-0.05,12.737460016111356,2.843640403469546,1.0,3,PROJECT001C__014.DZT
0.084,-0.045000000000000005,12.737460016111356,2.839839954810494,1.0,3,PROJECT001C__014.DZT
0.084,-0.04,12.737460016111356,2.8360323786021877,1.0,3,PROJECT001C__014.DZT
0.084,-0.035,12.737460016111356,2.832445329269847,1.0,3,PROJECT001C__014.DZT
0.084,-0.030000000000000002,12.737460016111356,2.8287310399344716,1.0,3,PROJECT001C__014.DZT
0.084,-0.025,12.737460016111356,2.824966276192606,1.0,3,PROJECT001C__014.DZT
0.084,-0.020000000000000004,12.737460016111356,2.821158814059034,1.0,3,PROJECT001C__014.DZT
0.084,-0.015,12.737460016111356,2.817252645654684,1.0,3,PROJECT001C__014.DZT
0.084,-0.010000000000000002,12.737460016111356,2.813203867510733,1.0,3,PROJECT001C__014.DZT
0.084,-0.0050000000000000044,12.737460016111356,2.8093286849415064,1.0,3,PROJECT001C__014.DZT
0.084,0.0,12.737460016111356,2.805504825530049,1.0,3,PROJECT001C__014.DZT
0.084,0.0049999999999999975,12.737460016111356,2.8016994490366964,1.0,3,PROJECT001C__014.DZT
0.084,0.009999999999999995,12.737460016111356,2.7981508590405704,1.0,3,PROJECT001C__014.DZT
0.084,0.015,12.737460016111356,2.794476246790762,1.0,3,PROJECT001C__014.DZT
0.084,0.020000000000000004,12.737460016111356,2.790594898709235,1.0,3,PROJECT001C__014.DZT
0.084,0.024999999999999994,12.737460016111356,2.7864944165913372,1.0,3,PROJECT001C__014.DZT
0.084,0.03,12.737460016111356,2.7820468676233183,1.0,3,PROJECT001C__014.DZT
0.084,0.035,12.737460016111356,2.7773514345518104,1.0,3,PROJECT001C__014.DZT
0.084,0.039999999999999994,12.737460016111356,2.772416860821094,1.0,3,PROJECT001C__014.DZT
0.084,0.045,12.737460016111356,2.7671757789713762,1.0,3,PROJECT001C__014.DZT
0.084,0.05,12.737460016111356,2.76204409291022,1.0,3,PROJECT001C__014.DZT
0.084,0.05499999999999999,12.737460016111356,2.756848215273248,1.0,3,PROJECT001C__014.DZT
0.084,0.06,12.737460016111356,2.7515302271363367,1.0,3,PROJECT001C__014.DZT
0.084,0.065,12.737460016111356,2.7462670219801986,1.0,3,PROJECT001C__014.DZT
0.084,0.06999999999999999,12.737460016111356,2.7411017755369085,1.0,3,PROJECT001C__014.DZT
0.084,0.075,12.737460016111356,2.73587731324364,1.0,3,PROJECT001C__014.DZT
0.084,0.08,12.737460016111356,2.7307329126054327,1.0,3,PROJECT001C__014.DZT
0.084,0.085,12.737460016111356,2.7257289765449535,1.0,3,PROJECT001C__014.DZT
0.084,0.09000000000000001,12.737460016111356,2.7208616519205084,1.0,3,PROJECT001C__014.DZT
0.084,0.09499999999999999,12.737460016111356,2.7160529714473896,1.0,3,PROJECT001C__014.DZT
0.084,0.09999999999999999,12.737460016111356,2.7114141746272864,1.0,3,PROJECT001C__014.DZT
0.084,0.105,12.737460016111356,2.7068523767790023,1.0,3,PROJECT001C__014.DZT
0.084,0.11,12.737460016111356,2.702449661228696,1.0,3,PROJECT001C__014.DZT
0.084,0.115,12.737460016111356,2.698270112513567,1.0,3,PROJECT001C__014.DZT
0.084,0.12000000000000001,12.737460016111356,2.6939212440903,1.0,3,PROJECT001C__014.DZT
0.084,0.125,12.737460016111356,2.6895265934614385,1.0,3,PROJECT001C__014.DZT
0.084,0.13,12.737460016111356,2.684975072555194,1.0,3,PROJECT001C__014.DZT
0.084,0.135,12.737460016111356,2.6802629495019565,1.0,3,PROJECT001C__014.DZT
0.084,0.14,12.737460016111356,2.675338709382047,1.0,3,PROJECT001C__014.DZT
0.084,0.14500000000000002,12.737460016111356,2.6702618499654336,1.0,3,PROJECT001C__014.DZT
0.084,0.15000000000000002,12.737460016111356,2.664957561606563,1.0,3,PROJECT001C__014.DZT
0.084,0.15500000000000003,12.737460016111356,2.659472183745977,1.0,3,PROJECT001C__014.DZT
0.084,0.15999999999999998,12.737460016111356,2.653966183166809,1.0,3,PROJECT001C__014.DZT
0.084,0.16499999999999998,12.737460016111356,2.6481765266538266,1.0,3,PROJECT001C__014.DZT
0.084,0.16999999999999998,12.737460016111356,2.6424984591709895,1.0,3,PROJECT001C__014.DZT
0.084,0.175,12.737460016111356,2.6365180914880852,1.0,3,PROJECT001C__014.DZT
0.084,0.18,12.737460016111356,2.6305449971461403,1.0,3,PROJECT001C__014.DZT
0.084,0.185,12.737460016111356,2.624558307213208,1.0,3,PROJECT001C__014.DZT
0.084,0.19,12.737460016111356,2.618655408714751,1.0,3,PROJECT001C__014.DZT
0.084,0.195,12.737460016111356,2.6128068538248526,1.0,3,PROJECT001C__014.DZT
0.084,0.2,12.737460016111356,2.607155676022469,1.0,3,PROJECT001C__014.DZT
0.084,0.20500000000000002,12.737460016111356,2.6015945882005918,1.0,3,PROJECT001C__014.DZT
0.084,0.21000000000000002,12.737460016111356,2.596298104791319,1.0,3,PROJECT001C__014.DZT
0.084,0.21500000000000002,12.737460016111356,2.5908733905278436,1.0,3,PROJECT001C__014.DZT
0.084,0.22000000000000003,12.737460016111356,2.5854756673873713,1.0,3,PROJECT001C__014.DZT
0.084,0.22500000000000003,12.737460016111356,2.5798069483886548,1.0,3,PROJECT001C__014.DZT
0.084,0.23000000000000004,12.737460016111356,2.573742274073951,1.0,3,PROJECT001C__014.DZT
0.084,0.23500000000000004,12.737460016111356,2.567468723810873,1.0,3,PROJECT001C__014.DZT
0.084,0.24,12.737460016111356,2.5607055869983766,1.0,3,PROJECT001C__014.DZT
0.084,0.245,12.737460016111356,2.5534944216741775,1.0,3,PROJECT001C__014.DZT
0.084,0.25,12.737460016111356,2.546034486166814,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.05,12.151908852580007,2.8766838319071972,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.045000000000000005,12.151908852580007,2.872963191194845,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.04,12.151908852580007,2.8692111230729265,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.035,12.151908852580007,2.865529553946031,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.030000000000000002,12.151908852580007,2.861610143758686,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.025,12.151908852580007,2.8575402254361517,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.020000000000000004,12.151908852580007,2.853455005392949,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.015,12.151908852580007,2.849120625651867,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.010000000000000002,12.151908852580007,2.844723837491078,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,-0.0050000000000000044,12.151908852580007,2.8404537488367794,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.0,12.151908852580007,2.8361128568075173,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.0049999999999999975,12.151908852580007,2.831803430622388,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.009999999999999995,12.151908852580007,2.8277072328087844,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.015,12.151908852580007,2.8233203012314583,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.020000000000000004,12.151908852580007,2.8187526070122204,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.024999999999999994,12.151908852580007,2.8142860738766786,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.03,12.151908852580007,2.809796926243705,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.035,12.151908852580007,2.805200445325127,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.039999999999999994,12.151908852580007,2.800684480297045,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.045,12.151908852580007,2.7964880209362106,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.05,12.151908852580007,2.792311890547609,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.05499999999999999,12.151908852580007,2.7879880502740666,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.06,12.151908852580007,2.783643522661434,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.065,12.151908852580007,2.7790585309271822,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.06999999999999999,12.151908852580007,2.774277999305573,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.075,12.151908852580007,2.7693536128441587,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.08,12.151908852580007,2.764272001823341,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.085,12.151908852580007,2.75906840580264,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.09000000000000001,12.151908852580007,2.753975071754269,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.09499999999999999,12.151908852580007,2.748724570549882,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.09999999999999999,12.151908852580007,2.7435186005707894,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.105,12.151908852580007,2.738259212419287,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.11,12.151908852580007,2.7330210814344045,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.115,12.151908852580007,2.7275227883928714,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.12000000000000001,12.151908852580007,2.7219279281955653,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.125,12.151908852580007,2.716356053083872,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.13,12.151908852580007,2.7105596481845424,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.135,12.151908852580007,2.704747921097846,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.14,12.151908852580007,2.6993114056467866,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.14500000000000002,12.151908852580007,2.693805650900225,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.15000000000000002,12.151908852580007,2.6886396181316132,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.15500000000000003,12.151908852580007,2.683647194355924,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.15999999999999998,12.151908852580007,2.678516005838238,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.16499999999999998,12.151908852580007,2.6735051851143337,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.16999999999999998,12.151908852580007,2.6685327402374823,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.175,12.151908852580007,2.6635041740017176,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.18,12.151908852580007,2.658444878943389,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.185,12.151908852580007,2.6534850418533504,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.19,12.151908852580007,2.6485030450344325,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.195,12.151908852580007,2.643428694546999,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.2,12.151908852580007,2.6383620345856293,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.20500000000000002,12.151908852580007,2.6329062445470677,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.21000000000000002,12.151908852580007,2.6269958936072504,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.21500000000000002,12.151908852580007,2.620804223277859,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.22000000000000003,12.151908852580007,2.6143072577035933,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.22500000000000003,12.151908852580007,2.607585341339835,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.23000000000000004,12.151908852580007,2.6007786564017983,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.23500000000000004,12.151908852580007,2.5939245048087325,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.24,12.151908852580007,2.5873800582090607,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.245,12.151908852580007,2.580722754242101,1.0,3,PROJECT001C__014.DZT
0.08600000000000001,0.25,12.151908852580007,2.5740890161414955,1.0,3,PROJECT001C__014.DZT
0.088,-0.05,11.605826171704773,2.920276399885505,1.0,3,PROJECT001C__014.DZT
0.088,-0.045000000000000005,11.605826171704773,2.915771720038304,1.0,3,PROJECT001C__014.DZT
0.088,-0.04,11.605826171704773,2.911052696142935,1.0,3,PROJECT001C__014.DZT
0.088,-0.035,11.605826171704773,2.906259298378527,1.0,3,PROJECT001C__014.DZT
0.088,-0.030000000000000002,11.605826171704773,2.90133998599704,1.0,3,PROJECT001C__014.DZT
0.088,-0.025,11.605826171704773,2.8964072497382936,1.0,3,PROJECT001C__014.DZT
0.088,-0.020000000000000004,11.605826171704773,2.89134835726707,1.0,3,PROJECT001C__014.DZT
0.088,-0.015,11.605826171704773,2.8862882444972917,1.0,3,PROJECT001C__014.DZT
0.088,-0.010000000000000002,11.605826171704773,2.881358703171357,1.0,3,PROJECT001C__014.DZT
0.088,-0.0050000000000000044,11.605826171704773,2.876698828698087,1.0,3,PROJECT001C__014.DZT
0.088,0.0,11.605826171704773,2.8722761651247644,1.0,3,PROJECT001C__014.DZT
0.088,0.0049999999999999975,11.605826171704773,2.8679153587432986,1.0,3,PROJECT001C__014.DZT
0.088,0.009999999999999995,11.605826171704773,2.8637202270163127,1.0,3,PROJECT001C__014.DZT
0.088,0.015,11.605826171704773,2.859661715161886,1.0,3,PROJECT001C__014.DZT
0.088,0.020000000000000004,11.605826171704773,2.8554711396738153,1.0,3,PROJECT001C__014.DZT
0.088,0.024999999999999994,11.605826171704773,2.851314969818352,1.0,3,PROJECT001C__014.DZT
0.088,0.03,11.605826171704773,2.8470958483497353,1.0,3,PROJECT001C__014.DZT
0.088,0.035,11.605826171704773,2.8427124639351473,1.0,3,PROJECT001C__014.DZT
0.088,0.039999999999999994,11.605826171704773,2.8384033144445335,1.0,3,PROJECT001C__014.DZT
0.088,0.045,11.605826171704773,2.8339662088027056,1.0,3,PROJECT001C__014.DZT
0.088,0.05,11.605826171704773,2.8292560148850163,1.0,3,PROJECT001C__014.DZT
0.088,0.05499999999999999,11.605826171704773,2.8245063697038155,1.0,3,PROJECT001C__014.DZT
0.088,0.06,11.605826171704773,2.8196036098106148,1.0,3,PROJECT001C__014.DZT
0.088,0.065,11.605826171704773,2.8145037085150904,1.0,3,PROJECT001C__014.DZT
0.088,0.06999999999999999,11.605826171704773,2.809362529913448,1.0,3,PROJECT001C__014.DZT
0.088,0.075,11.605826171704773,2.804179365828658,1.0,3,PROJECT001C__014.DZT
0.088,0.08,11.605826171704773,2.7989048267757006,1.0,3,PROJECT001C__014.DZT
0.088,0.085,11.605826171704773,2.7935821878520795,1.0,3,PROJECT001C__014.DZT
0.088,0.09000000000000001,11.605826171704773,2.7882679811164484,1.0,3,PROJECT001C__014.DZT
0.088,0.09499999999999999,11.605826171704773,2.7827755289186817,1.0,3,PROJECT001C__014.DZT
0.088,0.09999999999999999,11.605826171704773,2.7772958280285054,1.0,3,PROJECT001C__014.DZT
0.088,0.105,11.605826171704773,2.7718788652782753,1.0,3,PROJECT001C__014.DZT
0.088,0.11,11.605826171704773,2.766516700129829,1.0,3,PROJECT001C__014.DZT
0.088,0.115,11.605826171704773,2.7610289928557563,1.0,3,PROJECT001C__014.DZT
0.088,0.12000000000000001,11.605826171704773,2.755627828586959,1.0,3,PROJECT001C__014.DZT
0.088,0.125,11.605826171704773,2.7502100821414097,1.0,3,PROJECT001C__014.DZT
0.088,0.13,11.605826171704773,2.744688705468563,1.0,3,PROJECT001C__014.DZT
0.088,0.135,11.605826171704773,2.7392055231293306,1.0,3,PROJECT001C__014.DZT
0.088,0.14,11.605826171704773,2.7337502840458314,1.0,3,PROJECT001C__014.DZT
0.088,0.14500000000000002,11.605826171704773,2.7282111302768897,1.0,3,PROJECT001C__014.DZT
0.088,0.15000000000000002,11.605826171704773,2.7225462294189278,1.0,3,PROJECT001C__014.DZT
0.088,0.15500000000000003,11.605826171704773,2.716685529880604,1.0,3,PROJECT001C__014.DZT
0.088,0.15999999999999998,11.605826171704773,2.7107471690258627,1.0,3,PROJECT001C__014.DZT
