branch_key,case_count,selected_all_truth_case_count,failed_selector_case_count,median_required_selector_gain_to_choose_truth,max_required_selector_gain_to_choose_truth,dominant_loss_feature
target2_close14,6,2,4,0.1291739872606571,0.18097749906867877,signed_gap_prior_score
target2_close50_linear29p5,6,1,5,0.3372921668568104,0.5505405776977454,signed_gap_prior_score
